Temperature (K),Brightness (watts/m2),Parallax (arcsec),distance ,luminosity,Lum in solar units (J/s)
3908.462135,1.83E-13,0.00926063,1.97E+13,4.89E+27,1.28E+01
3907.045488,2.08E-13,0.0100785,1.73E+13,3.78E+27,9.88E+00
3906.4867,2.15E-13,0.00994066,1.67E+13,3.53E+27,9.24E+00
3906.345189,2.18E-13,0.00992374,1.65E+13,3.42E+27,8.95E+00
3905.488156,2.57E-13,0.0112407,1.40E+13,2.46E+27,6.43E+00
3904.273809,2.59E-13,0.0104682,1.39E+13,2.43E+27,6.36E+00
3904.209886,2.08E-13,0.00856507,1.73E+13,3.76E+27,9.83E+00
3904.17075,2.39E-13,0.00993118,1.51E+13,2.86E+27,7.48E+00
3900.628793,2.63E-13,0.00958713,1.37E+13,2.36E+27,6.17E+00
3900.595492,2.84E-13,0.00940449,1.27E+13,2.02E+27,5.27E+00
3900.593428,2.30E-13,0.0126141,1.57E+13,3.09E+27,8.08E+00
3899.230585,2.47E-13,0.00997689,1.46E+13,2.68E+27,7.00E+00
3898.219612,1.70E-13,0.0097955,2.12E+13,5.66E+27,1.48E+01
3897.843945,2.67E-13,0.00894882,1.35E+13,2.29E+27,5.99E+00
3895.491096,3.19E-13,0.0105228,1.13E+13,1.60E+27,4.18E+00
3895.47684,2.35E-13,0.010549,1.53E+13,2.96E+27,7.73E+00
3895.460666,2.22E-13,0.00894297,1.62E+13,3.31E+27,8.65E+00
3893.212133,2.18E-13,0.0108973,1.65E+13,3.44E+27,8.99E+00
3893.137915,2.28E-13,0.00973913,1.58E+13,3.13E+27,8.19E+00
3893.130133,2.67E-13,0.00831992,1.35E+13,2.29E+27,5.99E+00
3893.113012,2.52E-13,0.00798528,1.43E+13,2.56E+27,6.69E+00
3893.111756,2.31E-13,0.00904703,1.56E+13,3.05E+27,7.97E+00
3893.071511,2.77E-13,0.0102912,1.30E+13,2.13E+27,5.56E+00
3892.23625,2.81E-13,0.0114788,1.28E+13,2.06E+27,5.37E+00
3891.312782,2.31E-13,0.00964333,1.56E+13,3.04E+27,7.95E+00
3891.305365,2.57E-13,0.00963519,1.40E+13,2.46E+27,6.42E+00
3891.302584,2.24E-13,0.00956351,1.61E+13,3.26E+27,8.52E+00
3890.782063,2.20E-13,0.0101605,1.64E+13,3.35E+27,8.77E+00
3890.78175,2.38E-13,0.0105954,1.51E+13,2.88E+27,7.52E+00
3890.384193,2.60E-13,0.00940384,1.38E+13,2.40E+27,6.28E+00
3890.363346,2.28E-13,0.0115437,1.58E+13,3.13E+27,8.18E+00
3890.35675,2.08E-13,0.00809659,1.73E+13,3.78E+27,9.88E+00
3889.956942,2.24E-13,0.00970922,1.61E+13,3.25E+27,8.50E+00
3889.454799,2.71E-13,0.0106345,1.33E+13,2.21E+27,5.78E+00
3889.450704,2.23E-13,0.00960598,1.61E+13,3.26E+27,8.53E+00
3888.593825,2.28E-13,0.0106529,1.58E+13,3.14E+27,8.20E+00
3888.582925,2.18E-13,0.0106158,1.65E+13,3.44E+27,8.99E+00
3888.582925,2.18E-13,0.0106158,1.65E+13,3.44E+27,8.99E+00
3888.545233,2.02E-13,0.00843389,1.78E+13,3.99E+27,1.04E+01
3888.54439,2.66E-13,0.0125203,1.35E+13,2.30E+27,6.01E+00
3888.54194,2.53E-13,0.00947188,1.42E+13,2.54E+27,6.65E+00
3886.364125,2.57E-13,0.00829486,1.40E+13,2.47E+27,6.45E+00
3886.34884,2.62E-13,0.00990919,1.37E+13,2.36E+27,6.18E+00
3886.328054,2.29E-13,0.011173,1.57E+13,3.11E+27,8.12E+00
3885.548792,2.52E-13,0.00978581,1.43E+13,2.57E+27,6.71E+00
3884.851522,2.30E-13,0.0109992,1.57E+13,3.07E+27,8.02E+00
3884.418485,2.53E-13,0.00984861,1.42E+13,2.54E+27,6.64E+00
3883.067887,2.98E-13,0.0103742,1.21E+13,1.83E+27,4.79E+00
3882.506214,2.58E-13,0.01074,1.40E+13,2.44E+27,6.39E+00
3882.432561,2.59E-13,0.00892992,1.39E+13,2.42E+27,6.34E+00
3878.90593,2.46E-13,0.0108427,1.46E+13,2.69E+27,7.04E+00
3876.968377,2.12E-13,0.0095637,1.70E+13,3.62E+27,9.47E+00
3875.654824,2.88E-13,0.0108557,1.25E+13,1.97E+27,5.15E+00
3875.638266,2.02E-13,0.00886582,1.78E+13,4.00E+27,1.05E+01
3872.510007,2.75E-13,0.0114032,1.31E+13,2.16E+27,5.64E+00
3871.915588,8.50E-14,0.0119266,4.24E+13,2.25E+28,5.89E+01
3871.630358,2.58E-13,0.0118442,1.40E+13,2.45E+27,6.40E+00
3870.488744,2.45E-13,0.00877441,1.47E+13,2.72E+27,7.12E+00
3869.382242,2.49E-13,0.00947435,1.45E+13,2.63E+27,6.88E+00
3869.378705,2.16E-13,0.0095309,1.67E+13,3.47E+27,9.08E+00
3868.280193,2.73E-13,0.0101912,1.32E+13,2.18E+27,5.69E+00
3866.331578,2.40E-13,0.00951323,1.50E+13,2.82E+27,7.36E+00
3864.044185,2.13E-13,0.0096967,1.69E+13,3.61E+27,9.42E+00
3863.273417,2.09E-13,0.0106995,1.72E+13,3.74E+27,9.76E+00
3861.73385,1.80E-13,0.00897672,2.00E+13,5.00E+27,1.31E+01
3857.825341,1.94E-13,0.00913897,1.86E+13,4.34E+27,1.13E+01
3856.519663,2.20E-13,0.0109964,1.64E+13,3.36E+27,8.78E+00
3854.40068,1.92E-13,0.00936711,1.88E+13,4.42E+27,1.15E+01
3853.903754,2.09E-13,0.0132143,1.72E+13,3.74E+27,9.77E+00
3853.481827,2.06E-13,0.00921935,1.75E+13,3.84E+27,1.00E+01
3853.472232,1.78E-13,0.0102416,2.02E+13,5.17E+27,1.35E+01
3851.016685,1.85E-13,0.0092701,1.95E+13,4.78E+27,1.25E+01
3850.909654,1.84E-13,0.0119142,1.96E+13,4.82E+27,1.26E+01
3849.514808,1.86E-13,0.00884428,1.94E+13,4.72E+27,1.23E+01
3849.341813,1.85E-13,0.00999168,1.95E+13,4.74E+27,1.24E+01
3848.618036,2.26E-13,0.010472,1.59E+13,3.18E+27,8.30E+00
3848.52625,1.80E-13,0.00893374,2.00E+13,5.04E+27,1.32E+01
3848.445512,2.28E-13,0.0105586,1.58E+13,3.14E+27,8.21E+00
3847.718311,1.68E-13,0.0100665,2.14E+13,5.75E+27,1.50E+01
3831.932723,1.82E-13,0.00959688,1.98E+13,4.89E+27,1.28E+01
3829.381578,1.36E-13,0.0104482,2.65E+13,8.86E+27,2.32E+01
3828.369671,1.96E-13,0.0113197,1.84E+13,4.25E+27,1.11E+01
3828.27076,1.77E-13,0.00786302,2.03E+13,5.22E+27,1.36E+01
3827.327044,1.03E-13,0.0124466,3.50E+13,1.54E+28,4.03E+01
3826.093819,2.16E-13,0.0113097,1.67E+13,3.49E+27,9.13E+00
3823.067429,1.68E-13,0.0101327,2.14E+13,5.78E+27,1.51E+01
3819.722142,6.73E-14,0.011129,5.35E+13,3.59E+28,9.39E+01
3819.569502,1.92E-13,0.010946,1.88E+13,4.40E+27,1.15E+01
3817.352302,1.83E-13,0.0112259,1.97E+13,4.86E+27,1.27E+01
3816.725696,2.49E-13,0.0110522,1.45E+13,2.62E+27,6.86E+00
3815.392134,1.83E-13,0.0110178,1.97E+13,4.89E+27,1.28E+01
3815.027471,2.22E-13,0.00857252,1.62E+13,3.31E+27,8.65E+00
3815.016307,1.94E-13,0.00940004,1.86E+13,4.32E+27,1.13E+01
3814.744296,1.83E-13,0.0106678,1.97E+13,4.85E+27,1.27E+01
3814.251893,2.03E-13,0.0112063,1.77E+13,3.97E+27,1.04E+01
3813.565368,2.12E-13,0.00998084,1.70E+13,3.62E+27,9.47E+00
3813.514942,2.30E-13,0.0112215,1.57E+13,3.09E+27,8.07E+00
3813.501775,1.67E-13,0.00850765,2.16E+13,5.83E+27,1.52E+01
3813.501333,1.96E-13,0.0087122,1.84E+13,4.24E+27,1.11E+01
3812.752861,2.14E-13,0.00916754,1.68E+13,3.57E+27,9.34E+00
3812.581138,1.61E-13,0.00906066,2.24E+13,6.28E+27,1.64E+01
3812.009036,1.96E-13,0.00921449,1.84E+13,4.25E+27,1.11E+01
3811.418025,2.00E-13,0.00869014,1.80E+13,4.08E+27,1.07E+01
3810.684026,1.57E-13,0.00797524,2.29E+13,6.62E+27,1.73E+01
3809.566618,2.03E-13,0.00987395,1.77E+13,3.94E+27,1.03E+01
3809.202283,1.71E-13,0.00903182,2.11E+13,5.58E+27,1.46E+01
3808.788363,1.52E-13,0.00875087,2.37E+13,7.09E+27,1.85E+01
3808.522101,1.97E-13,0.0082421,1.83E+13,4.18E+27,1.09E+01
3808.476632,1.87E-13,0.0127678,1.93E+13,4.66E+27,1.22E+01
3807.963967,1.79E-13,0.0100408,2.01E+13,5.08E+27,1.33E+01
3807.45401,1.81E-13,0.00998749,1.99E+13,4.94E+27,1.29E+01
3806.455917,1.92E-13,0.0106592,1.88E+13,4.44E+27,1.16E+01
3806.451089,2.06E-13,0.011493,1.75E+13,3.85E+27,1.01E+01
3806.043131,2.07E-13,0.00937398,1.74E+13,3.81E+27,9.95E+00
3806.030856,2.00E-13,0.0119872,1.80E+13,4.08E+27,1.07E+01
3805.807843,2.21E-13,0.0108562,1.63E+13,3.34E+27,8.73E+00
3805.628948,1.85E-13,0.0114172,1.95E+13,4.75E+27,1.24E+01
3805.225691,1.67E-13,0.00962654,2.16E+13,5.81E+27,1.52E+01
3805.208407,1.74E-13,0.0107214,2.07E+13,5.40E+27,1.41E+01
3804.80577,1.69E-13,0.0102311,2.13E+13,5.73E+27,1.50E+01
3804.67566,1.86E-13,0.0108854,1.94E+13,4.70E+27,1.23E+01
3804.399813,2.24E-13,0.012067,1.61E+13,3.24E+27,8.46E+00
3803.755273,1.67E-13,0.0116626,2.16E+13,5.83E+27,1.52E+01
3803.129005,2.28E-13,0.0103694,1.58E+13,3.15E+27,8.22E+00
3802.799097,1.55E-13,0.00919943,2.32E+13,6.75E+27,1.76E+01
3802.525973,1.74E-13,0.00966423,2.07E+13,5.38E+27,1.41E+01
3802.243827,1.91E-13,0.0103458,1.88E+13,4.45E+27,1.16E+01
3801.253514,1.57E-13,0.00914249,2.29E+13,6.62E+27,1.73E+01
3801.243533,1.77E-13,0.0104273,2.03E+13,5.18E+27,1.35E+01
3801.22767,2.01E-13,0.0104272,1.79E+13,4.02E+27,1.05E+01
3801.056139,1.78E-13,0.0080479,2.02E+13,5.14E+27,1.34E+01
3800.468796,1.56E-13,0.00891625,2.31E+13,6.67E+27,1.74E+01
3800.308443,1.64E-13,0.00818387,2.20E+13,6.06E+27,1.58E+01
3800.296835,1.78E-13,0.00965965,2.02E+13,5.15E+27,1.35E+01
3800.295968,1.84E-13,0.0105085,1.96E+13,4.81E+27,1.26E+01
3799.88009,1.57E-13,0.00926275,2.29E+13,6.58E+27,1.72E+01
3799.878147,1.92E-13,0.0108759,1.88E+13,4.43E+27,1.16E+01
3799.758195,1.25E-13,0.00857765,2.88E+13,1.04E+28,2.71E+01
3799.758195,1.25E-13,0.00857765,2.88E+13,1.04E+28,2.71E+01
3799.742675,1.88E-13,0.0102747,1.91E+13,4.63E+27,1.21E+01
3799.443254,1.90E-13,0.0111333,1.89E+13,4.49E+27,1.17E+01
3799.38743,2.02E-13,0.00873158,1.78E+13,3.99E+27,1.04E+01
3799.384705,1.97E-13,0.00925751,1.83E+13,4.21E+27,1.10E+01
3793.548723,9.73E-14,0.00852412,3.70E+13,1.72E+28,4.49E+01
3787.646478,1.21E-13,0.010572,2.98E+13,1.11E+28,2.91E+01
3787.292176,1.86E-13,0.0116136,1.94E+13,4.73E+27,1.24E+01
3782.729274,1.50E-13,0.00802642,2.40E+13,7.23E+27,1.89E+01
3781.516792,1.07E-13,0.00787144,3.36E+13,1.43E+28,3.75E+01
3777.808645,1.18E-13,0.0117957,3.05E+13,1.16E+28,3.04E+01
3776.291545,1.59E-13,0.0092066,2.26E+13,6.47E+27,1.69E+01
3775.452168,1.54E-13,0.00893403,2.34E+13,6.83E+27,1.79E+01
3772.589629,7.23E-14,0.00906266,4.98E+13,3.11E+28,8.13E+01
3766.646852,1.84E-13,0.0077739,1.96E+13,4.83E+27,1.26E+01
3765.876273,1.99E-13,0.009102,1.81E+13,4.10E+27,1.07E+01
3765.131311,2.18E-13,0.0111191,1.65E+13,3.44E+27,8.98E+00
3764.385443,1.79E-13,0.0100241,2.01E+13,5.07E+27,1.33E+01
3763.72931,1.91E-13,0.0104344,1.88E+13,4.45E+27,1.16E+01
3763.721394,1.81E-13,0.00898281,1.99E+13,4.97E+27,1.30E+01
3762.573308,3.98E-14,0.00805955,9.05E+13,1.03E+29,2.68E+02
3762.387451,1.76E-13,0.0115287,2.05E+13,5.28E+27,1.38E+01
3761.889763,9.41E-14,0.0103952,3.83E+13,1.84E+28,4.81E+01
3761.161362,1.68E-13,0.00930781,2.14E+13,5.75E+27,1.50E+01
3760.169552,1.56E-13,0.0108261,2.31E+13,6.71E+27,1.75E+01
3760.168286,1.30E-13,0.00797913,2.77E+13,9.68E+27,2.53E+01
3760.161275,1.50E-13,0.00930815,2.40E+13,7.20E+27,1.88E+01
3759.175098,1.51E-13,0.00974481,2.38E+13,7.14E+27,1.87E+01
3758.157962,1.32E-13,0.010088,2.73E+13,9.32E+27,2.44E+01
3756.652434,1.42E-13,0.00982891,2.54E+13,8.04E+27,2.10E+01
3755.579483,1.32E-13,0.0113332,2.73E+13,9.35E+27,2.44E+01
3754.806576,1.73E-13,0.00980625,2.08E+13,5.43E+27,1.42E+01
3754.220591,1.93E-13,0.0117879,1.87E+13,4.39E+27,1.15E+01
3754.098038,1.86E-13,0.0124503,1.94E+13,4.73E+27,1.24E+01
3754.097539,1.68E-13,0.0109442,2.14E+13,5.75E+27,1.50E+01
3753.809,1.50E-13,0.0105196,2.40E+13,7.25E+27,1.89E+01
3753.618343,1.86E-13,0.0091646,1.94E+13,4.73E+27,1.24E+01
3753.565645,1.40E-13,0.0080268,2.57E+13,8.33E+27,2.18E+01
3753.37462,1.83E-13,0.0115155,1.97E+13,4.88E+27,1.27E+01
3753.14422,1.75E-13,0.0104315,2.06E+13,5.31E+27,1.39E+01
3752.930379,1.69E-13,0.00908879,2.13E+13,5.71E+27,1.49E+01
3752.928985,1.71E-13,0.0114726,2.11E+13,5.60E+27,1.46E+01
3752.698953,1.65E-13,0.0103399,2.18E+13,5.99E+27,1.57E+01
3752.697193,1.59E-13,0.0104893,2.26E+13,6.44E+27,1.68E+01
3752.547279,1.63E-13,0.0112538,2.21E+13,6.15E+27,1.61E+01
3752.36738,1.94E-13,0.0129278,1.86E+13,4.31E+27,1.13E+01
3752.169706,1.73E-13,0.00862738,2.08E+13,5.43E+27,1.42E+01
3751.864442,1.54E-13,0.00853048,2.34E+13,6.89E+27,1.80E+01
3751.681479,1.55E-13,0.00924968,2.32E+13,6.80E+27,1.78E+01
3751.558611,1.84E-13,0.0100218,1.96E+13,4.81E+27,1.26E+01
3751.557864,1.68E-13,0.0101522,2.14E+13,5.74E+27,1.50E+01
3751.437434,1.65E-13,0.00895901,2.18E+13,5.99E+27,1.57E+01
3750.833306,1.83E-13,0.0109419,1.97E+13,4.85E+27,1.27E+01
3750.796576,1.69E-13,0.0106511,2.13E+13,5.68E+27,1.49E+01
3750.673176,1.70E-13,0.00965843,2.12E+13,5.64E+27,1.47E+01
3750.673028,1.64E-13,0.0121607,2.20E+13,6.06E+27,1.58E+01
3750.505685,1.92E-13,0.00875009,1.88E+13,4.41E+27,1.15E+01
3750.474833,1.11E-13,0.00908437,3.24E+13,1.33E+28,3.48E+01
3750.474734,1.19E-13,0.00981725,3.03E+13,1.16E+28,3.02E+01
3750.133868,1.06E-13,0.00919919,3.40E+13,1.45E+28,3.79E+01
3750.132097,1.10E-13,0.0110833,3.27E+13,1.34E+28,3.50E+01
3750.004979,1.49E-13,0.0104723,2.42E+13,7.35E+27,1.92E+01
3749.376311,1.21E-13,0.0099168,2.98E+13,1.11E+28,2.89E+01
3749.3582,4.11E-14,0.00861419,8.76E+13,9.62E+28,2.52E+02
3746.891705,1.38E-13,0.0120452,2.61E+13,8.49E+27,2.22E+01
3741.998899,1.11E-13,0.00997082,3.24E+13,1.32E+28,3.46E+01
3741.533493,1.04E-13,0.00827475,3.46E+13,1.52E+28,3.96E+01
3741.516446,1.11E-13,0.0116766,3.24E+13,1.31E+28,3.43E+01
3741.402025,1.38E-13,0.0120285,2.61E+13,8.53E+27,2.23E+01
3740.924368,1.24E-13,0.00971779,2.90E+13,1.06E+28,2.77E+01
3740.362995,1.21E-13,0.00920534,2.98E+13,1.12E+28,2.92E+01
3739.402573,1.42E-13,0.0109698,2.54E+13,8.06E+27,2.11E+01
3737.490649,1.24E-13,0.00906809,2.90E+13,1.05E+28,2.75E+01
3737.489308,1.78E-13,0.0110593,2.02E+13,5.15E+27,1.35E+01
3737.484923,1.51E-13,0.00984897,2.38E+13,7.12E+27,1.86E+01
3736.615628,1.74E-13,0.0106065,2.07E+13,5.38E+27,1.41E+01
3735.445981,1.50E-13,0.00913936,2.40E+13,7.25E+27,1.90E+01
3734.919305,1.43E-13,0.0104698,2.52E+13,7.94E+27,2.07E+01
3734.892733,1.31E-13,0.00817636,2.75E+13,9.56E+27,2.50E+01
3734.878602,1.37E-13,0.0078357,2.63E+13,8.67E+27,2.27E+01
3732.0506,1.74E-13,0.0119942,2.07E+13,5.38E+27,1.41E+01
3731.720743,1.49E-13,0.00979078,2.42E+13,7.32E+27,1.91E+01
3731.345402,1.60E-13,0.00993171,2.25E+13,6.40E+27,1.67E+01
3730.066532,1.29E-13,0.00852556,2.79E+13,9.80E+27,2.56E+01
3730.040845,1.45E-13,0.00963781,2.48E+13,7.72E+27,2.02E+01
3729.499851,1.95E-13,0.0103532,1.85E+13,4.27E+27,1.12E+01
3728.461056,1.44E-13,0.0100188,2.50E+13,7.82E+27,2.04E+01
3727.540136,1.66E-13,0.011333,2.17E+13,5.93E+27,1.55E+01
3726.468686,1.38E-13,0.00973656,2.61E+13,8.56E+27,2.24E+01
3726.068123,1.50E-13,0.0105735,2.40E+13,7.19E+27,1.88E+01
3725.109183,1.52E-13,0.0103949,2.37E+13,7.04E+27,1.84E+01
3724.417851,1.81E-13,0.0104209,1.99E+13,4.98E+27,1.30E+01
3723.768187,1.80E-13,0.00954834,2.00E+13,5.03E+27,1.31E+01
3723.762871,1.77E-13,0.0113687,2.03E+13,5.21E+27,1.36E+01
3723.742222,1.37E-13,0.00819666,2.63E+13,8.72E+27,2.28E+01
3723.688375,1.54E-13,0.0116244,2.34E+13,6.83E+27,1.79E+01
3723.163286,1.57E-13,0.00907997,2.29E+13,6.59E+27,1.72E+01
3723.142093,1.38E-13,0.00872182,2.61E+13,8.51E+27,2.23E+01
3722.191893,1.13E-13,0.00869761,3.19E+13,1.28E+28,3.34E+01
3722.000014,1.50E-13,0.00956953,2.40E+13,7.27E+27,1.90E+01
3721.997098,1.71E-13,0.00927245,2.11E+13,5.60E+27,1.46E+01
3721.469912,1.48E-13,0.00737646,2.43E+13,7.42E+27,1.94E+01
3721.462556,1.41E-13,0.0101649,2.55E+13,8.14E+27,2.13E+01
3721.176036,1.65E-13,0.0113964,2.18E+13,6.01E+27,1.57E+01
3719.458948,1.61E-13,0.0103937,2.24E+13,6.31E+27,1.65E+01
3719.387326,1.28E-13,0.00819956,2.81E+13,1.00E+28,2.61E+01
3719.038275,1.54E-13,0.0108288,2.34E+13,6.82E+27,1.78E+01
3718.581198,1.55E-13,0.0107347,2.32E+13,6.80E+27,1.78E+01
3718.482293,1.03E-13,0.0113848,3.50E+13,1.52E+28,3.98E+01
3717.775761,1.50E-13,0.00949444,2.40E+13,7.29E+27,1.90E+01
3716.999482,1.54E-13,0.0103094,2.34E+13,6.91E+27,1.80E+01
3716.647734,1.62E-13,0.00988635,2.22E+13,6.18E+27,1.62E+01
3716.640485,1.62E-13,0.0111201,2.22E+13,6.18E+27,1.61E+01
3716.323913,1.50E-13,0.0094208,2.40E+13,7.28E+27,1.90E+01
3716.26854,1.67E-13,0.0097721,2.16E+13,5.81E+27,1.52E+01
3715.663952,1.54E-13,0.00966423,2.34E+13,6.83E+27,1.79E+01
3715.662783,1.51E-13,0.0105983,2.38E+13,7.16E+27,1.87E+01
3715.329698,1.54E-13,0.00995047,2.34E+13,6.87E+27,1.79E+01
3714.788306,1.56E-13,0.0095849,2.31E+13,6.72E+27,1.76E+01
3714.057887,1.40E-13,0.00936386,2.57E+13,8.31E+27,2.17E+01
3714.038052,1.58E-13,0.0103989,2.28E+13,6.55E+27,1.71E+01
3713.832195,1.97E-13,0.00997217,1.83E+13,4.20E+27,1.10E+01
3713.818731,1.63E-13,0.00943173,2.21E+13,6.16E+27,1.61E+01
3713.221282,1.52E-13,0.00984549,2.37E+13,7.03E+27,1.84E+01
3712.51408,1.41E-13,0.00882487,2.55E+13,8.17E+27,2.13E+01
3712.256379,1.52E-13,0.0104982,2.37E+13,7.03E+27,1.84E+01
3711.86252,1.54E-13,0.00995413,2.34E+13,6.83E+27,1.79E+01
3711.435186,1.56E-13,0.00899701,2.31E+13,6.66E+27,1.74E+01
3701.407277,1.21E-13,0.00975721,2.98E+13,1.11E+28,2.89E+01
3701.2205,1.20E-13,0.0109118,3.00E+13,1.13E+28,2.95E+01
3700.094267,1.07E-13,0.00952792,3.36E+13,1.43E+28,3.74E+01
3699.387348,9.59E-14,0.0103362,3.75E+13,1.77E+28,4.63E+01
3695.598357,1.13E-13,0.0104445,3.19E+13,1.28E+28,3.34E+01
3694.790525,1.19E-13,0.0112613,3.03E+13,1.14E+28,2.99E+01
3689.983701,9.03E-14,0.00859183,3.99E+13,2.00E+28,5.22E+01
3686.452947,1.02E-13,0.00990037,3.53E+13,1.58E+28,4.12E+01
3686.352746,8.38E-14,0.00961944,4.30E+13,2.32E+28,6.06E+01
3683.574635,1.52E-13,0.0097529,2.37E+13,7.03E+27,1.84E+01
3683.003271,1.32E-13,0.00928229,2.73E+13,9.34E+27,2.44E+01
3681.935091,9.71E-14,0.00937066,3.71E+13,1.73E+28,4.51E+01
3681.482013,1.35E-13,0.0102055,2.67E+13,8.97E+27,2.35E+01
3681.452739,1.51E-13,0.0126339,2.38E+13,7.14E+27,1.87E+01
3680.072623,1.44E-13,0.0103525,2.50E+13,7.81E+27,2.04E+01
3680.071074,1.50E-13,0.0109105,2.40E+13,7.27E+27,1.90E+01
3679.836931,1.09E-13,0.00985372,3.30E+13,1.38E+28,3.62E+01
3679.705297,1.12E-13,0.0106131,3.21E+13,1.30E+28,3.39E+01
3679.649801,1.41E-13,0.00997868,2.55E+13,8.21E+27,2.14E+01
3679.649584,1.30E-13,0.0095766,2.77E+13,9.71E+27,2.54E+01
3679.427823,1.16E-13,0.0115813,3.10E+13,1.22E+28,3.18E+01
3674.135402,6.58E-14,0.0103884,5.47E+13,3.76E+28,9.83E+01
3670.404588,1.32E-13,0.00868839,2.73E+13,9.34E+27,2.44E+01
3669.426525,1.43E-13,0.0118529,2.52E+13,8.02E+27,2.10E+01
3669.424217,1.52E-13,0.0107405,2.37E+13,7.05E+27,1.84E+01
3669.418551,1.46E-13,0.0119046,2.47E+13,7.64E+27,2.00E+01
3667.569021,1.65E-13,0.0122034,2.18E+13,5.98E+27,1.56E+01
3667.529362,1.29E-13,0.00802521,2.79E+13,9.84E+27,2.57E+01
3666.795203,1.41E-13,0.0122721,2.55E+13,8.20E+27,2.14E+01
3666.792844,1.44E-13,0.00951396,2.50E+13,7.91E+27,2.07E+01
3665.485906,1.42E-13,0.0107853,2.54E+13,8.10E+27,2.12E+01
3665.351856,1.37E-13,0.0102734,2.63E+13,8.67E+27,2.27E+01
3664.204688,1.54E-13,0.0112917,2.34E+13,6.86E+27,1.79E+01
3663.646065,1.36E-13,0.00967032,2.65E+13,8.87E+27,2.32E+01
3663.623489,1.42E-13,0.00936042,2.54E+13,8.02E+27,2.10E+01
3663.208955,3.55E-14,0.0105935,1.01E+14,1.29E+29,3.37E+02
3663.125651,1.27E-13,0.0108192,2.83E+13,1.02E+28,2.65E+01
3663.12535,1.39E-13,0.00968954,2.59E+13,8.41E+27,2.20E+01
3663.123912,1.22E-13,0.00964069,2.95E+13,1.09E+28,2.86E+01
3662.612254,1.65E-13,0.0104156,2.18E+13,6.02E+27,1.57E+01
3661.643423,1.27E-13,0.00846779,2.83E+13,1.02E+28,2.66E+01
3661.64155,1.48E-13,0.00837766,2.43E+13,7.42E+27,1.94E+01
3661.577077,1.53E-13,0.0112869,2.35E+13,6.94E+27,1.82E+01
3661.206286,1.48E-13,0.0084922,2.43E+13,7.39E+27,1.93E+01
3660.760403,1.30E-13,0.00917151,2.77E+13,9.62E+27,2.51E+01
3660.747811,1.26E-13,0.00874877,2.86E+13,1.03E+28,2.70E+01
3660.744994,1.56E-13,0.00978459,2.31E+13,6.73E+27,1.76E+01
3660.744624,1.15E-13,0.00990816,3.13E+13,1.23E+28,3.22E+01
3660.302251,1.68E-13,0.0100581,2.14E+13,5.77E+27,1.51E+01
3659.903497,1.44E-13,0.0101128,2.50E+13,7.88E+27,2.06E+01
3659.526974,1.28E-13,0.00978006,2.81E+13,9.91E+27,2.59E+01
3659.52203,1.28E-13,0.0107013,2.81E+13,9.87E+27,2.58E+01
3659.453306,1.78E-13,0.0117746,2.02E+13,5.14E+27,1.34E+01
3659.440327,1.07E-13,0.00830778,3.36E+13,1.42E+28,3.72E+01
3657.401358,1.43E-13,0.0089787,2.52E+13,8.00E+27,2.09E+01
3656.587814,1.24E-13,0.00832296,2.90E+13,1.06E+28,2.78E+01
3656.585777,1.49E-13,0.0108082,2.42E+13,7.33E+27,1.92E+01
3656.07339,1.32E-13,0.00968906,2.73E+13,9.33E+27,2.44E+01
3655.820055,1.44E-13,0.00913364,2.50E+13,7.85E+27,2.05E+01
3654.447242,1.22E-13,0.0101324,2.95E+13,1.09E+28,2.85E+01
3654.293379,1.68E-13,0.0114886,2.14E+13,5.77E+27,1.51E+01
3653.966414,1.32E-13,0.00912281,2.73E+13,9.31E+27,2.43E+01
3652.900819,1.41E-13,0.0115008,2.55E+13,8.17E+27,2.14E+01
3652.884076,1.34E-13,0.0112268,2.69E+13,9.04E+27,2.36E+01
3652.852494,1.06E-13,0.00949437,3.40E+13,1.46E+28,3.81E+01
3652.839114,1.38E-13,0.00965466,2.61E+13,8.53E+27,2.23E+01
3652.834159,1.45E-13,0.0108144,2.48E+13,7.77E+27,2.03E+01
3652.062536,5.45E-14,0.0104585,6.61E+13,5.48E+28,1.43E+02
3651.799298,5.99E-14,0.0106082,6.01E+13,4.54E+28,1.19E+02
3646.653193,9.53E-14,0.010091,3.78E+13,1.79E+28,4.69E+01
3646.571105,1.30E-13,0.0114493,2.77E+13,9.67E+27,2.53E+01
3646.564346,1.45E-13,0.00896535,2.48E+13,7.71E+27,2.02E+01
3646.546178,1.61E-13,0.0104561,2.24E+13,6.31E+27,1.65E+01
3646.405798,1.00E-13,0.0104487,3.60E+13,1.62E+28,4.24E+01
3645.887427,3.45E-14,0.0117567,1.04E+14,1.37E+29,3.59E+02
3645.7501,1.29E-13,0.0102145,2.79E+13,9.77E+27,2.55E+01
3645.043135,1.14E-13,0.00984886,3.16E+13,1.24E+28,3.25E+01
3642.564257,1.24E-13,0.0102772,2.90E+13,1.06E+28,2.77E+01
3642.461455,7.64E-14,0.00937851,4.71E+13,2.79E+28,7.30E+01
3642.449998,9.19E-14,0.0112113,3.92E+13,1.93E+28,5.04E+01
3642.341647,1.13E-13,0.00962525,3.19E+13,1.29E+28,3.36E+01
3642.04952,1.19E-13,0.0101299,3.03E+13,1.15E+28,3.02E+01
3641.530436,1.12E-13,0.008887,3.21E+13,1.30E+28,3.40E+01
