Temperature (K),Brightness (watts/m2),Parallax (arcsec),distance ,luminosity,Lum in solar units (J/s)
5302.732368,2.11E-12,0.00947633,1.71E+12,3.65E+25,9.55E-02
5301.573292,2.24E-12,0.00938741,1.61E+12,3.24E+25,8.46E-02
5296.459791,2.29E-12,0.010949,1.57E+12,3.12E+25,8.14E-02
5295.385571,1.61E-12,0.0096685,2.24E+12,6.27E+25,1.64E-01
5277.69402,2.83E-11,0.011515,1.27E+11,2.03E+23,5.31E-04
5265.92817,2.03E-12,0.00887328,1.77E+12,3.95E+25,1.03E-01
5260.10209,2.15E-12,0.00811867,1.67E+12,3.53E+25,9.22E-02
5254.081176,2.21E-12,0.0101175,1.63E+12,3.34E+25,8.74E-02
5251.167691,2.81E-12,0.00980711,1.28E+12,2.07E+25,5.40E-02
5247.904021,1.65E-12,0.00994074,2.18E+12,6.01E+25,1.57E-01
5229.96891,1.62E-12,0.00832559,2.22E+12,6.24E+25,1.63E-01
5228.688069,1.77E-12,0.00819673,2.03E+12,5.22E+25,1.36E-01
5227.672457,1.24E-12,0.00874629,2.90E+12,1.05E+26,2.75E-01
5225.008824,1.91E-12,0.010086,1.88E+12,4.45E+25,1.16E-01
5220.287786,2.03E-12,0.0128382,1.77E+12,3.96E+25,1.04E-01
5218.59639,1.56E-12,0.0105587,2.31E+12,6.71E+25,1.75E-01
5217.946298,1.73E-12,0.00999673,2.08E+12,5.43E+25,1.42E-01
5215.042849,1.62E-12,0.0117175,2.22E+12,6.17E+25,1.61E-01
5211.575847,1.35E-11,0.0102265,2.67E+11,8.89E+23,2.32E-03
5210.721909,1.15E-12,0.00933316,3.13E+12,1.23E+26,3.21E-01
5207.542076,2.78E-11,0.00894276,1.29E+11,2.11E+23,5.52E-04
5198.343849,1.54E-12,0.0101078,2.34E+12,6.88E+25,1.80E-01
5198.256872,1.93E-12,0.0101454,1.87E+12,4.37E+25,1.14E-01
5196.6288,1.22E-12,0.0104379,2.95E+12,1.09E+26,2.85E-01
5187.402938,1.84E-12,0.00883515,1.96E+12,4.79E+25,1.25E-01
5187.36407,1.62E-12,0.0100286,2.22E+12,6.18E+25,1.61E-01
5186.774386,2.09E-12,0.0114149,1.72E+12,3.74E+25,9.79E-02
5186.026028,2.00E-12,0.00979999,1.80E+12,4.07E+25,1.06E-01
5183.168502,1.46E-12,0.0116053,2.47E+12,7.61E+25,1.99E-01
5178.490997,2.62E-11,0.0118226,1.37E+11,2.37E+23,6.20E-04
5163.961347,1.54E-12,0.0106931,2.34E+12,6.89E+25,1.80E-01
5157.459292,1.37E-12,0.00945229,2.63E+12,8.73E+25,2.28E-01
5147.6724,1.41E-12,0.00891908,2.55E+12,8.19E+25,2.14E-01
5143.984203,1.32E-12,0.00849757,2.73E+12,9.37E+25,2.45E-01
5137.771191,1.42E-12,0.00915113,2.54E+12,8.13E+25,2.12E-01
5133.950003,1.95E-12,0.011013,1.85E+12,4.28E+25,1.12E-01
5131.178576,1.37E-12,0.00986441,2.63E+12,8.73E+25,2.28E-01
5126.716784,1.91E-12,0.0111372,1.88E+12,4.46E+25,1.17E-01
5126.555421,1.81E-12,0.0085284,1.99E+12,5.00E+25,1.31E-01
5123.848027,1.33E-12,0.0100943,2.71E+12,9.25E+25,2.42E-01
5123.066338,2.00E-12,0.00968892,1.80E+12,4.06E+25,1.06E-01
5121.379473,1.70E-12,0.00981649,2.12E+12,5.63E+25,1.47E-01
5119.957882,1.80E-12,0.00894956,2.00E+12,5.02E+25,1.31E-01
5115.175958,1.45E-12,0.00795362,2.48E+12,7.70E+25,2.01E-01
5113.146374,1.31E-12,0.00927037,2.75E+12,9.55E+25,2.50E-01
5110.309778,1.26E-12,0.00982214,2.86E+12,1.03E+26,2.69E-01
5109.090991,1.98E-12,0.00990726,1.82E+12,4.17E+25,1.09E-01
5102.576307,1.68E-12,0.0101774,2.14E+12,5.78E+25,1.51E-01
5102.576307,1.68E-12,0.0101774,2.14E+12,5.78E+25,1.51E-01
5100.182556,1.99E-12,0.0108701,1.81E+12,4.11E+25,1.07E-01
5096.633816,1.47E-12,0.0127187,2.45E+12,7.50E+25,1.96E-01
5095.983868,1.54E-12,0.0121084,2.34E+12,6.88E+25,1.80E-01
5091.242938,1.63E-12,0.00940734,2.21E+12,6.11E+25,1.60E-01
5088.427951,1.42E-12,0.00977404,2.54E+12,8.10E+25,2.12E-01
5085.449168,1.68E-12,0.00939695,2.14E+12,5.74E+25,1.50E-01
5083.690893,1.56E-12,0.0100941,2.31E+12,6.66E+25,1.74E-01
5080.253224,1.48E-12,0.0110722,2.43E+12,7.40E+25,1.93E-01
5079.925264,1.44E-12,0.00973016,2.50E+12,7.91E+25,2.07E-01
5078.139152,1.10E-12,0.0111759,3.27E+12,1.34E+26,3.49E-01
5074.17089,1.78E-12,0.00937041,2.02E+12,5.17E+25,1.35E-01
5073.649783,1.32E-12,0.00967246,2.73E+12,9.39E+25,2.46E-01
5073.264006,1.35E-12,0.0107531,2.67E+12,8.96E+25,2.34E-01
5071.396432,1.33E-12,0.0103403,2.71E+12,9.24E+25,2.42E-01
5071.373546,1.31E-12,0.00856513,2.75E+12,9.51E+25,2.48E-01
5071.340412,1.53E-12,0.00902302,2.35E+12,6.93E+25,1.81E-01
5067.507462,1.49E-12,0.0104162,2.42E+12,7.31E+25,1.91E-01
5067.443369,1.40E-12,0.00919239,2.57E+12,8.27E+25,2.16E-01
5067.379485,1.19E-12,0.0110918,3.03E+12,1.14E+26,2.99E-01
5057.728679,1.39E-12,0.0106276,2.59E+12,8.45E+25,2.21E-01
5056.062809,1.59E-12,0.011428,2.26E+12,6.44E+25,1.68E-01
5054.03645,1.58E-12,0.0105995,2.28E+12,6.51E+25,1.70E-01
5051.217915,1.16E-12,0.00910307,3.10E+12,1.21E+26,3.17E-01
5049.702372,1.63E-12,0.0111122,2.21E+12,6.11E+25,1.60E-01
5046.90769,1.14E-12,0.00982241,3.16E+12,1.26E+26,3.30E-01
5045.330228,1.56E-12,0.0108389,2.31E+12,6.72E+25,1.76E-01
5044.952598,1.42E-12,0.00952655,2.54E+12,8.12E+25,2.12E-01
5044.852128,1.57E-12,0.0110214,2.29E+12,6.65E+25,1.74E-01
5044.828736,1.39E-12,0.011496,2.59E+12,8.41E+25,2.20E-01
5039.284491,1.52E-12,0.00981662,2.37E+12,7.07E+25,1.85E-01
5032.371848,1.76E-12,0.00994194,2.05E+12,5.23E+25,1.37E-01
5023.86529,1.50E-12,0.0115162,2.40E+12,7.26E+25,1.90E-01
5017.962667,1.08E-12,0.00920015,3.33E+12,1.40E+26,3.67E-01
5017.962616,1.08E-12,0.00851081,3.33E+12,1.41E+26,3.67E-01
5017.962567,1.09E-12,0.0103639,3.30E+12,1.38E+26,3.61E-01
5010.352761,1.29E-12,0.0123767,2.79E+12,9.74E+25,2.55E-01
4996.30954,1.25E-12,0.0102166,2.88E+12,1.05E+26,2.74E-01
4995.551274,1.50E-12,0.0106223,2.40E+12,7.23E+25,1.89E-01
4993.827488,1.32E-12,0.00840492,2.73E+12,9.39E+25,2.45E-01
4993.381672,1.15E-12,0.00922695,3.13E+12,1.23E+26,3.23E-01
4991.282804,1.15E-12,0.00784629,3.13E+12,1.22E+26,3.20E-01
4988.796674,1.68E-12,0.0110004,2.14E+12,5.77E+25,1.51E-01
4984.188202,1.24E-12,0.00954114,2.90E+12,1.06E+26,2.76E-01
4983.869502,1.37E-12,0.0100242,2.63E+12,8.70E+25,2.27E-01
4981.023592,1.07E-12,0.0109499,3.36E+12,1.42E+26,3.72E-01
4974.19912,1.11E-12,0.0093308,3.24E+12,1.32E+26,3.46E-01
4972.726525,1.33E-12,0.0108486,2.71E+12,9.22E+25,2.41E-01
4970.880223,1.10E-12,0.010882,3.27E+12,1.34E+26,3.50E-01
4967.599226,1.15E-12,0.00978523,3.13E+12,1.23E+26,3.21E-01
4964.653789,1.24E-12,0.0122988,2.90E+12,1.06E+26,2.77E-01
4962.117828,1.63E-12,0.0113654,2.21E+12,6.14E+25,1.60E-01
4959.759548,1.56E-12,0.0103034,2.31E+12,6.67E+25,1.74E-01
4956.510816,1.02E-12,0.00987669,3.53E+12,1.55E+26,4.06E-01
4956.504626,9.84E-13,0.00821045,3.66E+12,1.68E+26,4.39E-01
4950.12907,3.02E-11,0.00839506,1.19E+11,1.79E+23,4.68E-04
4942.81148,9.82E-13,0.00923069,3.67E+12,1.69E+26,4.42E-01
4942.074214,1.09E-12,0.00990917,3.30E+12,1.36E+26,3.56E-01
4937.002898,1.41E-12,0.01166,2.55E+12,8.20E+25,2.14E-01
4936.890698,1.00E-12,0.0088686,3.60E+12,1.62E+26,4.23E-01
4936.533456,1.11E-12,0.0101579,3.24E+12,1.33E+26,3.47E-01
4935.160578,1.20E-12,0.0117951,3.00E+12,1.13E+26,2.95E-01
4934.905606,2.60E-11,0.00933415,1.38E+11,2.40E+23,6.29E-04
4932.893407,9.76E-13,0.0093391,3.69E+12,1.71E+26,4.47E-01
4932.891919,9.85E-13,0.0100901,3.65E+12,1.68E+26,4.39E-01
4932.69943,1.19E-12,0.0112728,3.03E+12,1.15E+26,2.99E-01
4931.023898,9.29E-13,0.0105298,3.88E+12,1.89E+26,4.93E-01
4930.670308,1.10E-12,0.0110316,3.27E+12,1.35E+26,3.53E-01
4930.194375,1.18E-12,0.0108098,3.05E+12,1.18E+26,3.08E-01
4925.208132,1.05E-12,0.00876131,3.43E+12,1.47E+26,3.84E-01
4924.519154,1.07E-12,0.00983549,3.36E+12,1.41E+26,3.69E-01
4919.559612,1.09E-12,0.0105587,3.30E+12,1.36E+26,3.56E-01
4917.42213,1.27E-12,0.0109175,2.83E+12,1.01E+26,2.65E-01
4914.338121,1.30E-12,0.0109908,2.77E+12,9.70E+25,2.54E-01
4914.290337,1.15E-12,0.0106402,3.13E+12,1.24E+26,3.24E-01
4914.113726,1.20E-12,0.0104184,3.00E+12,1.12E+26,2.94E-01
4914.088094,1.12E-12,0.0100508,3.21E+12,1.30E+26,3.40E-01
4912.236604,1.10E-12,0.0097987,3.27E+12,1.34E+26,3.51E-01
4908.048476,1.30E-12,0.0082033,2.77E+12,9.58E+25,2.50E-01
4900.659836,1.38E-12,0.0108475,2.61E+12,8.52E+25,2.23E-01
4898.738617,1.33E-12,0.0107615,2.71E+12,9.20E+25,2.40E-01
4898.303573,1.10E-12,0.0110903,3.27E+12,1.34E+26,3.50E-01
4896.745006,9.39E-13,0.0085831,3.83E+12,1.85E+26,4.82E-01
4889.788051,1.00E-12,0.00857776,3.60E+12,1.62E+26,4.24E-01
4889.510631,1.17E-12,0.00985102,3.08E+12,1.18E+26,3.09E-01
4887.55547,1.10E-12,0.0101099,3.27E+12,1.35E+26,3.53E-01
4886.968839,9.51E-13,0.00883283,3.79E+12,1.80E+26,4.71E-01
4885.173301,1.12E-12,0.00951683,3.21E+12,1.30E+26,3.39E-01
4883.808534,1.35E-12,0.0117478,2.67E+12,8.99E+25,2.35E-01
4881.556217,3.00E-11,0.010134,1.20E+11,1.81E+23,4.74E-04
4879.834774,1.20E-12,0.0104542,3.00E+12,1.13E+26,2.96E-01
4878.942719,1.02E-12,0.0116231,3.53E+12,1.55E+26,4.06E-01
4876.764255,9.74E-13,0.0106523,3.70E+12,1.72E+26,4.48E-01
4876.762692,8.58E-13,0.00889311,4.20E+12,2.21E+26,5.79E-01
4876.746951,9.73E-13,0.0116131,3.70E+12,1.72E+26,4.49E-01
4871.98668,3.63E-11,0.00929699,9.92E+10,1.23E+23,3.23E-04
4870.496011,1.16E-12,0.0109905,3.10E+12,1.22E+26,3.18E-01
4869.728197,1.18E-12,0.0112594,3.05E+12,1.17E+26,3.06E-01
4868.214936,8.23E-13,0.0100501,4.37E+12,2.40E+26,6.28E-01
4866.988846,1.10E-12,0.011994,3.27E+12,1.36E+26,3.55E-01
4866.081521,1.19E-12,0.0094681,3.03E+12,1.15E+26,3.01E-01
4860.318609,9.69E-13,0.00899622,3.72E+12,1.73E+26,4.53E-01
4858.736925,1.13E-12,0.0100454,3.19E+12,1.27E+26,3.31E-01
4856.508368,1.10E-12,0.0107995,3.27E+12,1.34E+26,3.50E-01
4855.90729,9.10E-13,0.00893652,3.96E+12,1.97E+26,5.14E-01
4853.630057,9.99E-13,0.00846039,3.60E+12,1.63E+26,4.27E-01
4853.3282,1.09E-12,0.00914829,3.30E+12,1.38E+26,3.59E-01
4853.208394,1.18E-12,0.0106334,3.05E+12,1.17E+26,3.05E-01
4852.02872,1.77E-11,0.0109388,2.03E+11,5.20E+23,1.36E-03
4851.665275,9.89E-13,0.0114498,3.64E+12,1.67E+26,4.36E-01
4851.649527,1.08E-12,0.0114218,3.33E+12,1.41E+26,3.68E-01
4847.529571,9.83E-13,0.0105448,3.66E+12,1.68E+26,4.40E-01
4847.520541,1.02E-12,0.0102882,3.53E+12,1.57E+26,4.10E-01
4846.659355,8.12E-13,0.0119917,4.43E+12,2.47E+26,6.46E-01
4846.644303,7.19E-13,0.0114653,5.01E+12,3.15E+26,8.23E-01
4846.269279,1.00E-12,0.0109887,3.60E+12,1.62E+26,4.24E-01
4846.084103,1.08E-12,0.00984873,3.33E+12,1.38E+26,3.62E-01
4845.729628,1.07E-12,0.0106521,3.36E+12,1.41E+26,3.70E-01
4842.818058,1.04E-12,0.0113918,3.46E+12,1.52E+26,3.97E-01
4841.389417,9.84E-13,0.0107082,3.66E+12,1.68E+26,4.40E-01
4837.702392,7.73E-13,0.0109085,4.66E+12,2.72E+26,7.12E-01
4835.83643,9.03E-13,0.00933479,3.99E+12,2.00E+26,5.22E-01
4835.819659,8.98E-13,0.0104202,4.01E+12,2.02E+26,5.28E-01
4835.557804,9.47E-13,0.010878,3.80E+12,1.82E+26,4.75E-01
4835.55319,1.01E-12,0.0098805,3.56E+12,1.61E+26,4.20E-01
4835.544998,8.53E-13,0.0108166,4.22E+12,2.24E+26,5.85E-01
4834.62956,1.12E-12,0.00938262,3.21E+12,1.30E+26,3.40E-01
4832.416737,9.45E-13,0.0108473,3.81E+12,1.82E+26,4.77E-01
4832.405878,1.07E-12,0.0104387,3.36E+12,1.41E+26,3.69E-01
4831.992027,1.08E-12,0.00833525,3.33E+12,1.39E+26,3.64E-01
4829.665447,1.68E-11,0.010623,2.14E+11,5.80E+23,1.52E-03
4825.741969,9.72E-13,0.00930114,3.70E+12,1.73E+26,4.51E-01
4824.312551,9.30E-13,0.00868374,3.87E+12,1.88E+26,4.92E-01
4823.671802,1.39E-11,0.00951993,2.59E+11,8.42E+23,2.20E-03
4822.867456,1.22E-12,0.0116084,2.95E+12,1.10E+26,2.88E-01
4820.591919,1.02E-12,0.0114302,3.53E+12,1.57E+26,4.10E-01
4819.191233,8.06E-13,0.00849605,4.47E+12,2.51E+26,6.56E-01
4819.175519,1.00E-12,0.00901493,3.60E+12,1.62E+26,4.23E-01
4818.282213,1.20E-12,0.0113005,3.00E+12,1.12E+26,2.93E-01
4815.62605,9.39E-13,0.012109,3.83E+12,1.85E+26,4.83E-01
4812.586332,9.57E-13,0.00841006,3.76E+12,1.78E+26,4.65E-01
4811.780922,9.49E-13,0.00815838,3.79E+12,1.81E+26,4.73E-01
4804.882343,1.02E-12,0.00996431,3.53E+12,1.55E+26,4.06E-01
4803.464705,1.13E-12,0.00998052,3.19E+12,1.28E+26,3.34E-01
4799.263945,6.33E-11,0.011787,5.69E+10,4.06E+22,1.06E-04
4799.252283,5.16E-11,0.0111665,6.98E+10,6.11E+22,1.60E-04
4798.560247,1.14E-12,0.0113196,3.16E+12,1.26E+26,3.29E-01
4798.385634,5.39E-11,0.00848546,6.68E+10,5.61E+22,1.47E-04
4795.927566,1.08E-12,0.00881362,3.33E+12,1.38E+26,3.62E-01
4795.906144,1.21E-12,0.0109847,2.98E+12,1.11E+26,2.91E-01
4794.304687,1.20E-12,0.0111896,3.00E+12,1.12E+26,2.94E-01
4790.639492,8.89E-13,0.00997967,4.05E+12,2.06E+26,5.39E-01
4785.803461,1.06E-12,0.00972388,3.40E+12,1.44E+26,3.77E-01
4781.479922,1.20E-12,0.0109977,3.00E+12,1.13E+26,2.94E-01
4781.120614,5.73E-13,0.0107596,6.28E+12,4.96E+26,1.30E+00
4775.011702,7.46E-13,0.0104674,4.83E+12,2.93E+26,7.65E-01
4767.42008,5.66E-13,0.0096909,6.36E+12,5.08E+26,1.33E+00
4765.563184,1.77E-11,0.011575,2.03E+11,5.22E+23,1.36E-03
4764.438717,9.74E-13,0.0100812,3.70E+12,1.72E+26,4.49E-01
4751.039154,6.75E-13,0.0116247,5.33E+12,3.57E+26,9.33E-01
4723.657624,7.99E-13,0.0098308,4.51E+12,2.55E+26,6.67E-01
4723.502524,3.96E-11,0.00854617,9.09E+10,1.04E+23,2.72E-04
4712.755851,8.38E-13,0.00961707,4.30E+12,2.32E+26,6.07E-01
4711.785195,7.74E-13,0.00851996,4.65E+12,2.72E+26,7.10E-01
4697.268704,7.84E-13,0.0102421,4.59E+12,2.65E+26,6.93E-01
4696.888341,9.40E-13,0.00929869,3.83E+12,1.84E+26,4.82E-01
4696.815867,9.75E-13,0.0108099,3.69E+12,1.71E+26,4.48E-01
4696.147563,8.26E-13,0.0086741,4.36E+12,2.39E+26,6.23E-01
4694.14564,7.03E-13,0.00928507,5.12E+12,3.30E+26,8.62E-01
4693.451089,7.73E-13,0.0102874,4.66E+12,2.73E+26,7.13E-01
4692.148204,9.43E-13,0.0100773,3.82E+12,1.83E+26,4.78E-01
4691.112234,8.60E-13,0.00922269,4.19E+12,2.20E+26,5.76E-01
4689.727468,8.56E-13,0.011723,4.21E+12,2.22E+26,5.80E-01
4688.800396,6.14E-13,0.0082603,5.86E+12,4.32E+26,1.13E+00
4686.839146,8.39E-13,0.00997778,4.29E+12,2.32E+26,6.05E-01
4684.23188,7.79E-13,0.00889282,4.62E+12,2.69E+26,7.02E-01
4684.23085,8.23E-13,0.0110968,4.37E+12,2.40E+26,6.28E-01
4684.128944,9.00E-13,0.00817913,4.00E+12,2.01E+26,5.25E-01
4682.841061,8.70E-13,0.00900036,4.14E+12,2.15E+26,5.63E-01
4682.701947,8.24E-13,0.00786068,4.37E+12,2.40E+26,6.26E-01
4682.695615,8.64E-13,0.0102508,4.17E+12,2.18E+26,5.70E-01
4681.95997,7.78E-13,0.00924813,4.63E+12,2.69E+26,7.04E-01
4679.96492,9.21E-13,0.00943519,3.91E+12,1.92E+26,5.02E-01
4677.926425,6.82E-13,0.00854942,5.28E+12,3.50E+26,9.15E-01
4677.819315,7.51E-13,0.00983937,4.79E+12,2.89E+26,7.55E-01
4675.959046,9.67E-13,0.0110882,3.72E+12,1.74E+26,4.55E-01
4675.245427,7.40E-13,0.0100018,4.86E+12,2.98E+26,7.78E-01
4674.368698,8.30E-13,0.00929528,4.34E+12,2.36E+26,6.18E-01
4673.912212,8.15E-13,0.00950434,4.42E+12,2.45E+26,6.41E-01
4670.491322,9.11E-13,0.0121636,3.95E+12,1.96E+26,5.13E-01
4669.368614,8.36E-13,0.0101738,4.31E+12,2.33E+26,6.10E-01
4669.33535,8.05E-13,0.00995704,4.47E+12,2.52E+26,6.57E-01
4669.32369,7.23E-13,0.0108894,4.98E+12,3.11E+26,8.13E-01
4669.322962,9.22E-13,0.00989285,3.90E+12,1.92E+26,5.01E-01
4667.315243,9.40E-13,0.0103615,3.83E+12,1.84E+26,4.81E-01
4667.309249,8.00E-13,0.0101639,4.50E+12,2.54E+26,6.65E-01
4663.093227,8.61E-13,0.0109217,4.18E+12,2.20E+26,5.74E-01
4662.11173,8.80E-13,0.0105958,4.09E+12,2.10E+26,5.50E-01
4662.097245,9.29E-13,0.0113761,3.88E+12,1.89E+26,4.93E-01
4661.931307,7.29E-13,0.0103081,4.94E+12,3.06E+26,8.00E-01
4660.054275,8.39E-13,0.00948479,4.29E+12,2.31E+26,6.05E-01
4658.237442,6.67E-13,0.00893246,5.40E+12,3.66E+26,9.56E-01
4658.178285,7.15E-13,0.00930226,5.03E+12,3.19E+26,8.33E-01
4657.822897,8.53E-13,0.00971591,4.22E+12,2.24E+26,5.85E-01
4655.999308,8.34E-13,0.0111957,4.32E+12,2.34E+26,6.12E-01
4655.731833,7.58E-13,0.0108228,4.75E+12,2.83E+26,7.41E-01
4652.043449,8.36E-13,0.0113859,4.31E+12,2.33E+26,6.09E-01
4651.961986,7.53E-13,0.00950136,4.78E+12,2.87E+26,7.51E-01
4651.222095,8.31E-13,0.0106642,4.33E+12,2.36E+26,6.16E-01
4651.21762,9.47E-13,0.0108016,3.80E+12,1.82E+26,4.75E-01
4650.614244,8.35E-13,0.0115937,4.31E+12,2.34E+26,6.11E-01
4645.855227,7.96E-13,0.0108698,4.52E+12,2.57E+26,6.71E-01
4644.434777,8.02E-13,0.00945454,4.49E+12,2.53E+26,6.62E-01
4634.381129,5.11E-13,0.00983668,7.05E+12,6.23E+26,1.63E+00
4628.951637,9.16E-13,0.0101672,3.93E+12,1.94E+26,5.07E-01
4627.587122,2.08E-11,0.0084949,1.73E+11,3.76E+23,9.82E-04
4589.886858,7.49E-13,0.0110568,4.81E+12,2.90E+26,7.58E-01
4555.354276,4.86E-13,0.0106329,7.41E+12,6.91E+26,1.81E+00
4531.280193,7.80E-13,0.0117354,4.62E+12,2.68E+26,7.00E-01
4530.766558,6.50E-13,0.00959861,5.54E+12,3.85E+26,1.01E+00
4525.23349,7.13E-13,0.0118714,5.05E+12,3.21E+26,8.38E-01
4522.736966,7.85E-13,0.011362,4.59E+12,2.65E+26,6.92E-01
4521.862473,5.09E-13,0.0091351,7.07E+12,6.30E+26,1.65E+00
4511.77867,6.45E-13,0.00866912,5.58E+12,3.91E+26,1.02E+00
4511.563197,6.13E-13,0.00901967,5.87E+12,4.33E+26,1.13E+00
4511.563191,6.68E-13,0.0108184,5.39E+12,3.65E+26,9.55E-01
4511.563189,6.55E-13,0.00875793,5.50E+12,3.80E+26,9.93E-01
4511.523337,7.33E-13,0.0102434,4.91E+12,3.04E+26,7.93E-01
4509.389871,7.02E-13,0.00985525,5.13E+12,3.30E+26,8.64E-01
4508.0443,7.81E-13,0.0124715,4.61E+12,2.67E+26,6.97E-01
4505.269117,5.19E-13,0.00921664,6.94E+12,6.04E+26,1.58E+00
4502.624722,5.68E-13,0.00991046,6.34E+12,5.05E+26,1.32E+00
4501.861031,7.12E-13,0.0103336,5.06E+12,3.21E+26,8.39E-01
4501.842419,7.80E-13,0.0100134,4.62E+12,2.67E+26,6.99E-01
4501.830279,7.27E-13,0.00996206,4.95E+12,3.08E+26,8.05E-01
4497.604373,6.16E-13,0.01112,5.84E+12,4.29E+26,1.12E+00
4497.539351,5.93E-13,0.00965522,6.07E+12,4.63E+26,1.21E+00
4497.493257,5.50E-13,0.00853845,6.55E+12,5.39E+26,1.41E+00
4497.403161,6.40E-13,0.0109351,5.63E+12,3.98E+26,1.04E+00
4495.948914,7.21E-13,0.009758,4.99E+12,3.13E+26,8.18E-01
4491.358414,6.84E-13,0.00923665,5.26E+12,3.48E+26,9.09E-01
4490.922036,8.80E-13,0.0138691,4.09E+12,2.10E+26,5.49E-01
4490.214577,5.47E-13,0.0095696,6.58E+12,5.45E+26,1.42E+00
4490.214577,5.47E-13,0.0095696,6.58E+12,5.45E+26,1.42E+00
4487.647137,6.81E-13,0.0101308,5.29E+12,3.51E+26,9.17E-01
4485.222614,6.78E-13,0.0108007,5.31E+12,3.55E+26,9.27E-01
4485.115942,7.70E-13,0.0115515,4.68E+12,2.75E+26,7.18E-01
4484.891891,5.16E-13,0.0077245,6.98E+12,6.12E+26,1.60E+00
4484.439626,5.95E-13,0.0109897,6.05E+12,4.60E+26,1.20E+00
4480.230234,6.63E-13,0.00959971,5.43E+12,3.71E+26,9.69E-01
4479.387068,5.07E-13,0.0101089,7.10E+12,6.35E+26,1.66E+00
4479.288081,5.79E-13,0.00820144,6.22E+12,4.86E+26,1.27E+00
4479.247962,5.07E-13,0.00918608,7.10E+12,6.34E+26,1.66E+00
4478.939428,6.23E-13,0.0103957,5.78E+12,4.19E+26,1.10E+00
4478.255079,6.45E-13,0.010698,5.58E+12,3.92E+26,1.02E+00
4478.229579,6.21E-13,0.00929216,5.80E+12,4.22E+26,1.10E+00
4478.026364,5.26E-13,0.0085076,6.84E+12,5.88E+26,1.54E+00
4473.854081,5.04E-13,0.00833925,7.14E+12,6.41E+26,1.67E+00
4472.384678,5.36E-13,0.0105355,6.72E+12,5.67E+26,1.48E+00
4471.743792,5.25E-13,0.0103406,6.86E+12,5.91E+26,1.55E+00
4470.691709,5.21E-13,0.0107809,6.91E+12,6.01E+26,1.57E+00
4468.550332,5.15E-13,0.00950315,6.99E+12,6.14E+26,1.60E+00
4468.40819,5.78E-13,0.00933772,6.23E+12,4.87E+26,1.27E+00
4466.907846,7.82E-13,0.0130448,4.60E+12,2.66E+26,6.96E-01
4466.901444,6.29E-13,0.0112649,5.72E+12,4.12E+26,1.08E+00
4466.89919,5.66E-13,0.0105083,6.36E+12,5.09E+26,1.33E+00
4466.566023,6.17E-13,0.011854,5.83E+12,4.28E+26,1.12E+00
4465.790239,5.84E-13,0.0113416,6.16E+12,4.78E+26,1.25E+00
4461.324101,5.89E-13,0.00950728,6.11E+12,4.69E+26,1.23E+00
4459.444507,6.08E-13,0.0107381,5.92E+12,4.40E+26,1.15E+00
4459.428322,6.03E-13,0.0101831,5.97E+12,4.49E+26,1.17E+00
4456.516326,5.79E-13,0.0110791,6.22E+12,4.86E+26,1.27E+00
4456.464545,5.82E-13,0.0106959,6.19E+12,4.81E+26,1.26E+00
4453.769381,8.27E-11,0.00839478,4.35E+10,2.38E+22,6.22E-05
4453.756171,5.81E-13,0.0116262,6.20E+12,4.83E+26,1.26E+00
4453.755916,6.69E-13,0.0112863,5.38E+12,3.64E+26,9.51E-01
4453.735466,1.12E-10,0.00957772,3.21E+10,1.31E+22,3.41E-05
4452.825711,5.40E-13,0.00858123,6.67E+12,5.59E+26,1.46E+00
4450.975993,5.82E-13,0.0117024,6.19E+12,4.81E+26,1.26E+00
4446.296106,4.58E-13,0.00896571,7.86E+12,7.76E+26,2.03E+00
4442.361354,7.41E-13,0.0108645,4.86E+12,2.96E+26,7.75E-01
4441.597486,6.22E-13,0.010134,5.79E+12,4.21E+26,1.10E+00
4438.503962,5.14E-13,0.0097268,7.00E+12,6.17E+26,1.61E+00
4438.224731,5.48E-13,0.00944009,6.57E+12,5.42E+26,1.42E+00
4437.644,5.81E-13,0.011287,6.20E+12,4.83E+26,1.26E+00
4437.212941,5.68E-13,0.0106222,6.34E+12,5.04E+26,1.32E+00
4435.257168,5.59E-13,0.00839816,6.44E+12,5.21E+26,1.36E+00
4433.02421,5.11E-13,0.0119416,7.05E+12,6.23E+26,1.63E+00
4433.018802,5.74E-13,0.0089479,6.27E+12,4.94E+26,1.29E+00
4432.993948,5.58E-13,0.00831721,6.45E+12,5.23E+26,1.37E+00
4431.658366,5.83E-13,0.00925125,6.17E+12,4.80E+26,1.25E+00
4429.333621,6.86E-13,0.010177,5.25E+12,3.46E+26,9.04E-01
4428.842487,5.88E-13,0.0083823,6.12E+12,4.70E+26,1.23E+00
4428.479361,3.23E-13,0.00842847,1.11E+13,1.56E+27,4.08E+00
4428.479361,3.23E-13,0.00842847,1.11E+13,1.56E+27,4.08E+00
4427.111038,4.34E-13,0.00939435,8.29E+12,8.64E+26,2.26E+00
4425.901051,6.18E-13,0.010932,5.83E+12,4.26E+26,1.11E+00
4425.886794,5.96E-13,0.0113759,6.04E+12,4.58E+26,1.20E+00
4422.341201,5.40E-13,0.0101425,6.67E+12,5.58E+26,1.46E+00
4421.242815,6.21E-13,0.00995419,5.80E+12,4.22E+26,1.10E+00
4419.298392,5.96E-13,0.0102501,6.04E+12,4.59E+26,1.20E+00
