Temperature (K),Brightness (watts/m2),Parallax (arcsec)
4531.28019327042,7.79538481605191e-13,0.0117354
4530.76655767093,6.502857653608299e-13,0.00959861
4525.23349010653,7.12759594061742e-13,0.0118714
4522.73696598497,7.84550132120117e-13,0.011362
4521.86247307656,5.08559788056573e-13,0.0091351
4511.77866993737,6.45309654327304e-13,0.00866912
4511.56319694159,6.13372726716746e-13,0.00901967
4511.56319110211,6.67644583548088e-13,0.0108184
4511.56318911978,6.54592866256708e-13,0.00875793
4511.52333682921,7.3253132849515e-13,0.0102434
4509.38987077498,7.02072853445505e-13,0.00985525
4508.04430018044,7.81399261116913e-13,0.0124715
4505.26911737078,5.19297465913482e-13,0.00921664
4502.62472183349,5.68032554745964e-13,0.00991046
4501.86103119926,7.12132445591165e-13,0.0103336
4501.84241876375,7.80386807534659e-13,0.0100134
4501.83027860598,7.27330475461182e-13,0.00996206
4497.60437314581,6.16156547790654e-13,0.01112
4497.53935062836,5.92910991643412e-13,0.00965522
4497.49325746234,5.49814395856298e-13,0.00853845
4497.40316123805,6.39769471362873e-13,0.0109351
4495.94891381365,7.21343108343314e-13,0.009758
4491.3584144368,6.84433814470806e-13,0.00923665
4490.92203609633,8.802057841162829e-13,0.0138691
4490.21457673759,5.468820755577209e-13,0.0095696
4490.21457673759,5.468820755577209e-13,0.0095696
4487.64713710776,6.8130132241163e-13,0.0101308
4485.22261432993,6.77716953577064e-13,0.0108007
4485.11594172954,7.70134836912895e-13,0.0115515
4484.89189139839,5.15929644212242e-13,0.0077245
4484.43962611388,5.95038970836288e-13,0.0109897
4480.23023435135,6.62716302165967e-13,0.00959971
4479.38706786795,5.06554544785953e-13,0.0101089
4479.28808090891,5.78753309360433e-13,0.00820144
4479.24796232349,5.06826209688978e-13,0.00918608
4478.9394284327,6.23286658454015e-13,0.0103957
4478.25507887353,6.44547867431177e-13,0.010698
4478.22957919536,6.2125329583357e-13,0.00929216
4478.02636380687,5.262536906435e-13,0.0085076
4473.85408102813,5.04225195548241e-13,0.00833925
4472.3846776687,5.35899541632433e-13,0.0105355
4471.74379229193,5.24796463175737e-13,0.0103406
4470.69170890437,5.2065798532061e-13,0.0107809
4468.55033176993,5.15185586707767e-13,0.00950315
4468.40819013294,5.78139316756204e-13,0.00933772
4466.90784631867,7.81945330398943e-13,0.0130448
4466.90144383485,6.29042059462783e-13,0.0112649
4466.89919032708,5.65798613633193e-13,0.0105083
4466.56602349843,6.16638675044968e-13,0.011854
4465.79023870343,5.83758834006427e-13,0.0113416
4461.32410099968,5.89013906786978e-13,0.00950728
4459.44450667027,6.08114615987486e-13,0.0107381
4459.42832236843,6.02585090092306e-13,0.0101831
4456.51632648801,5.786820533940989e-13,0.0110791
4456.46454476203,5.82032405697763e-13,0.0106959
4453.76938103112,8.270046046864139e-11,0.00839478
4453.75617065316,5.80841993536606e-13,0.0116262
4453.75591623544,6.69103406583317e-13,0.0112863
4453.73546585503,1.1166294252264e-10,0.00957772
4452.82571140501,5.39550370852633e-13,0.00858123
4450.97599347441,5.81638449577941e-13,0.0117024
4446.29610574366,4.58171567728347e-13,0.00896571
4442.36135406569,7.41333602766055e-13,0.0108645
4441.59748579071,6.21885446925476e-13,0.010134
4438.50396171307,5.13892971326572e-13,0.0097268
4438.22473128702,5.479433945120999e-13,0.00944009
4437.64400028624,5.80958708557727e-13,0.011287
4437.21294067926,5.68198524257591e-13,0.0106222
4435.25716849565,5.59040180944687e-13,0.00839816
4433.02421043894,5.11310988827043e-13,0.0119416
4433.01880225855,5.74087261365911e-13,0.0089479
4432.99394832347,5.57863789979415e-13,0.00831721
4431.658365706,5.82584462243012e-13,0.00925125
4429.33362136288,6.86122430393486e-13,0.010177
4428.84248714221,5.884360272397619e-13,0.0083823
4428.47936050113,3.2293038093606e-13,0.00842847
4428.47936050113,3.2293038093606e-13,0.00842847
4427.11103765139,4.34133426345617e-13,0.00939435
4425.90105089731,6.18450847578456e-13,0.010932
4425.88679430884,5.96071441994418e-13,0.0113759
4422.34120088408,5.40480102828235e-13,0.0101425
4421.24281500454,6.20987518486384e-13,0.00995419
4419.29839214437,5.95782936974291e-13,0.0102501
4417.49817052432,4.17601223772891e-13,0.00800286
4417.26443792945,5.57092796546176e-13,0.0131795
4414.58430199588,6.54023065997542e-13,0.0104363
4413.96478114321,6.33294936788315e-13,0.0116723
4413.96064885507,5.95588892692386e-13,0.0119244
4411.48437656948,6.85306560245974e-13,0.0105826
4411.47960266354,8.12766320162396e-11,0.0115576
4410.46996117281,5.53798124255728e-13,0.00757387
4405.51699422783,5.73788304150826e-13,0.00986611
4405.18299201823,5.68003530520142e-13,0.0105306
4401.52043704985,5.11752121265467e-13,0.00985888
4400.15612561601,4.84587873923536e-13,0.0107231
4393.82637989809,6.04692481030241e-13,0.00922367
4391.64691049866,5.50288616138538e-13,0.0117797
4389.25441738687,5.78217788714837e-13,0.011223
4388.30906900912,4.27780068776572e-13,0.0095707
4388.23184142684,5.57193270113788e-13,0.0106849
4388.22395471511,6.91884885417024e-13,0.0112523
4386.88450697733,5.08276338496469e-13,0.0102366
4386.04719285353,5.14986716147439e-13,0.0102841
4385.93802027011,5.02156769517327e-13,0.0109529
4385.74020051633,5.65929652497954e-13,0.0126789
4383.12290415268,5.18292037617052e-13,0.0100144
4380.12058334623,5.33226965033516e-13,0.0088567
4379.80985084908,6.30105626355227e-13,0.0121875
4377.32128026996,5.16122151390465e-13,0.0102954
4375.73680101665,6.83348132219274e-13,0.0127026
4375.60529233716,4.84081744380262e-13,0.00882844
4374.66713496011,4.89474524860885e-13,0.00915066
4374.36625141295,5.05444956931012e-13,0.0116683
4373.74038776237,5.52526483268211e-13,0.0111823
4372.98021634172,6.07314618248e-13,0.0115527
4372.97754353366,4.5796106520722e-13,0.00808821
4372.50407279064,4.29082349665271e-13,0.00882173
4370.21108743165,5.75814417449753e-13,0.010879
4368.46615560235,4.81932516291742e-13,0.0090916
4366.13180366681,5.04038000158175e-13,0.00979501
4366.06710049118,5.41257474002241e-13,0.00960697
4364.53359069911,4.37257802423991e-13,0.00911798
4364.53358064512,4.88031627313089e-13,0.0118276
4364.41165012175,6.27444064984004e-13,0.00818706
4364.39202721785,5.356242107964129e-13,0.0103007
4364.38121573794,5.1870467570898e-13,0.00948469
4360.22077858066,5.73997433545176e-13,0.00929787
4359.98646853303,5.72577057477497e-13,0.0104288
4359.43702881013,5.76593908072918e-13,0.00942641
4359.39740065247,5.81130969832932e-13,0.00809015
4359.18116247826,4.81553487979202e-13,0.00955196
4356.19245472611,5.75796382330828e-13,0.00981748
4356.14274135428,5.09531519498219e-13,0.00911351
4354.31616340951,5.48836017244665e-13,0.00964572
4352.25820447597,6.22491948634304e-13,0.0111967
4348.67832909389,4.59745898477015e-13,0.00924239
4348.65524822699,5.97564561594195e-13,0.0106444
4343.59806474844,5.29870482730755e-13,0.0105013
4342.42111636329,4.4598775129215897e-13,0.0092388
4341.61603596774,4.88819673498777e-13,0.00963407
4332.99298426552,4.77952301437855e-13,0.0123939
4329.14190729669,6.0766184974893e-13,0.0119765
4321.57210201823,4.3207803865739e-13,0.0115401
4316.30023671153,4.65939357439014e-13,0.00853083
4315.4343909056,1.44318177890614e-10,0.00902529
4307.24575442546,5.03781052719924e-13,0.0111426
4301.33101681954,4.1794418826857996e-13,0.00927657
4299.3997999569,4.943270465234e-13,0.0106215
4296.96760349129,1.44339940753148e-10,0.0104197
4295.89245441558,5.24300791913798e-13,0.0120829
4293.7211338536,4.75137420637606e-13,0.0104333
4292.35516011175,4.66522790017127e-13,0.00961533
4289.74288006227,3.85810661409959e-13,0.00829593
4288.75663733644,1.19371863842597e-10,0.00994101
4287.12327711754,4.717995629431219e-13,0.0129048
4286.75199486301,5.01437746061208e-13,0.0109332
4284.57156551785,4.61399310393529e-13,0.0103322
4284.04877081154,4.14052566981669e-13,0.00956675
4279.70897192204,4.16619042150545e-13,0.00946063
4279.60538260466,5.11445945665524e-13,0.0122549
4279.06831882624,3.96477245490333e-13,0.0108679
4277.01770285791,4.37080438078388e-13,0.0111396
4274.88011926147,4.677378121640549e-13,0.0097089
4274.26321602831,4.766678368077149e-13,0.00812725
4274.18783566008,4.6781289002953e-13,0.0110856
4272.89679873078,4.02097640261621e-13,0.010157
4272.80154491174,5.14787405357646e-13,0.0103411
4271.09744993906,5.02400116718125e-13,0.00917706
4271.08695675382,4.71664761780844e-13,0.0114642
4270.410586439,3.75233701355036e-13,0.00804146
4268.65638191985,4.16777069755041e-13,0.0105425
4268.64742266794,4.62052795557925e-13,0.0102002
4268.40161393763,3.76479465642353e-13,0.00944758
4267.46480178767,5.3124231713685e-13,0.0096938
4267.1641652822,5.2054298722857e-13,0.0117384
4266.70206889401,4.5001223325718697e-13,0.0101578
4263.87397554929,4.73460592698798e-13,0.0100075
4263.65164116501,5.45904741030094e-13,0.0109352
4261.8051513185,4.02508463806619e-13,0.0090454
4261.78969895983,4.77432035348208e-13,0.0119237
4261.77241445669,4.70498164890174e-13,0.00957668
4261.4301108931,4.4164744449169397e-13,0.0102054
4259.84733057046,4.68220237314851e-13,0.00991588
4257.65080196484,4.3877089655868497e-13,0.010342
4255.16118227812,4.24718236625718e-13,0.00989161
4254.22007378535,4.22747296506787e-13,0.00997483
4254.21649784386,4.62888914614208e-13,0.00980609
4254.19680398888,2.56351114107592e-13,0.00951992
4251.27639886232,4.35528293452367e-13,0.00988774
4251.2451958004,5.23729753066188e-13,0.00955254
4240.96419241037,4.91836730368299e-13,0.00795925
4224.27463889446,3.3215313479278497e-13,0.0104674
4218.53477092185,3.13105636701629e-13,0.00773593
4218.25543434094,4.67564725014648e-13,0.0121568
4215.32183098157,4.04545866531196e-13,0.0102125
4213.57006709632,4.02306235519485e-13,0.0111984
4211.44681887915,3.97941487412252e-13,0.0100486
4203.88036823606,3.91417697435029e-13,0.00886469
4203.86641304681,4.1262000146831497e-13,0.0116007
4201.84260761159,4.29145530133428e-13,0.00870659
4199.29869729146,3.98559987548982e-13,0.00943827
4197.36576764536,3.48518132129368e-13,0.00821512
4195.86129064521,4.2331297364860497e-13,0.0117696
4195.79603585721,3.6383548662332397e-13,0.010067
4193.31278848201,3.62726652736801e-13,0.0081327
4193.30250109526,3.86147554741762e-13,0.00912445
4193.22082911904,3.68986039569538e-13,0.00832945
4193.16770268464,3.36170485934177e-13,0.0103951
4192.93666211349,3.18848067094325e-13,0.00917906
4189.51813077939,4.16344071845231e-13,0.0110722
4189.16655927428,3.94314797120358e-13,0.0105258
4189.01261971364,4.51796273230978e-13,0.0106805
4188.91678727041,4.37491642302565e-13,0.00976084
4188.07870956633,3.10371490749979e-13,0.00994194
4185.7750130345,4.29591113105903e-13,0.0108366
4184.7131815443,3.64499347739267e-13,0.0109852
4183.79974564201,3.70835947928227e-13,0.0116863
4183.65667315606,3.88232076368178e-13,0.0114629
4183.31955570908,4.9597425331071e-13,0.0111491
4180.77168739149,4.50763628177702e-13,0.00943092
4180.64539695849,4.65744152598115e-13,0.0109491
4177.04879493876,3.7483790797133e-13,0.0099608
4176.88484865425,3.58734417875627e-13,0.00778963
4176.72771462123,3.85808075240103e-13,0.00885389
