Temperature (K),Brightness (watts/m2),Parallax (arcsec)
4169.78859775566,4.00606677305579e-13,0.0113113
4160.75936335932,4.59085331802568e-13,0.0100088
4154.48229186211,3.49529566191661e-13,0.00751376
4154.10885107146,3.70700337970145e-13,0.0101657
4148.92929839965,3.50193607223687e-13,0.008933
4142.20001284701,3.13076911965353e-13,0.010148
4132.77557927585,4.27089873877538e-13,0.0125482
4128.40998785218,4.1986134903212e-13,0.0106015
4128.40063652856,3.96291977108349e-13,0.0114179
4124.25058604531,4.91001157266504e-13,0.0114291
4119.82267914809,4.04891199891734e-13,0.00937693
4117.31278561602,3.3568405603147e-13,0.0104786
4116.57379051774,3.78170265363064e-13,0.0108957
4115.03461741304,4.19851958382334e-13,0.00998873
4109.61593564435,3.56239181894353e-13,0.00808865
4109.5560237859,3.75867591156164e-13,0.0105075
4109.55034869312,4.29613503676093e-13,0.0105804
4109.5349351182,3.56689247315764e-13,0.0106882
4108.93719618769,3.09137196970153e-13,0.0102706
4107.97840230394,2.59269700055523e-13,0.00942291
4107.82841613031,3.79582917849855e-13,0.00929115
4106.18987503345,3.53758903156807e-13,0.00924542
4103.12400098993,4.04514901885427e-13,0.0110186
4102.33574027908,2.96042547368838e-13,0.00967132
4100.02807543013,3.49185545178327e-13,0.010467
4098.64453851883,3.71439436315706e-13,0.0115375
4097.52147614718,3.70768713394289e-13,0.0121599
4097.52142059076,3.31665183862221e-13,0.0100705
4097.51554044896,3.3491213341500197e-13,0.0111353
4097.51478716173,3.2642804388424997e-13,0.00997454
4097.51414282558,3.5739658809052e-13,0.00969004
4097.5138760311,3.13712982348719e-13,0.0112584
4094.42169709956,3.03754132578715e-13,0.0102212
4094.38505592268,3.46604499698166e-13,0.00959763
4094.08485419138,3.98611306975294e-13,0.0110899
4090.86940372613,3.21573926555512e-13,0.00895627
4090.86934972025,3.04754991593374e-13,0.0100639
4086.73485612114,3.76218985513159e-13,0.0111269
4082.08019822485,3.32486938641556e-13,0.00931464
4081.99148268206,3.0586361936738e-13,0.00993916
4074.49886012716,3.67319948407174e-13,0.00950743
4069.3788778411,3.26971127293825e-13,0.0106298
4069.3634885129,2.9371325345500697e-13,0.00805163
4067.86692031789,3.33812951675741e-13,0.0108232
4067.77603158005,3.84456502571509e-13,0.0114516
4065.05388749639,3.27180273684187e-13,0.00906487
4060.85481812695,3.31961639497097e-13,0.00926893
4058.42918662778,2.8126896430667997e-13,0.00981074
4058.42733144027,3.24305717156338e-13,0.0117904
4058.42417528047,3.47929262584859e-13,0.00819838
4055.06732493437,3.00275275447315e-13,0.00751826
4055.06683919723,3.32992266200151e-13,0.00961059
4053.35913348573,3.2659622059256e-13,0.00929473
4052.01192094117,2.80058034847414e-13,0.0120533
4048.93871532568,2.97451995545125e-13,0.00938695
4048.75812873293,3.12818188458058e-13,0.00895658
4047.98395137496,4.08498245178688e-13,0.0112132
4045.79579517455,2.7607024001195197e-13,0.00988164
4043.40166054658,3.8353389532416697e-13,0.0109813
4043.24399115214,2.38302504351085e-13,0.00846289
4043.23220293606,3.4346718539461197e-13,0.00886392
4043.19812543788,2.92073991116193e-13,0.0105188
4042.02542862905,3.14609716973691e-13,0.00995356
4041.96710613282,3.31765960280905e-13,0.010855
4040.90458380013,3.68191238886771e-13,0.0121627
4039.75715643905,4.07353637692693e-13,0.00973267
4039.72040007371,3.2106028243236e-13,0.0108567
4038.93874945884,2.77663650033518e-13,0.0100003
4038.50972891163,2.51276322445088e-13,0.0115405
4038.45040985358,2.8752472032617e-13,0.00882644
4037.9639039147,3.02224568239524e-13,0.0112851
4037.7966709632,3.14957542479635e-13,0.0104366
4037.51194433863,2.70470683762522e-13,0.00867371
4037.15363487831,2.93992772558002e-13,0.0101334
4037.14669987338,4.04929734526953e-13,0.0109377
4036.44421206801,2.73703025179253e-13,0.00951438
4036.43078656763,2.83065985743545e-13,0.0101979
4036.41508832604,3.71605973765113e-13,0.00846878
4036.09966235943,2.7992749969788e-13,0.0109774
4034.76443755354,3.49022051925156e-13,0.011748
4033.9147542842,2.47544381263467e-13,0.00861101
4033.85947773808,2.88181221102827e-13,0.0109292
4033.59442292199,3.32230910051314e-13,0.00930344
4033.18965932237,3.11461069660306e-13,0.00858051
4033.18157279108,3.30358924861367e-13,0.0106955
4032.90254409536,1.9290867348752999e-13,0.00870131
4031.75542278171,3.44978335668726e-13,0.0116166
4031.74339135066,2.7918847493232e-13,0.00956063
4031.74306444275,3.03336167586518e-13,0.0099587
4031.26270588388,2.81384762295735e-13,0.0104512
4029.64846655764,3.1657143455884e-13,0.00841924
4029.14477448467,2.5743186571024697e-13,0.00999597
4027.76333385454,3.11360848958465e-13,0.00784407
4027.44902151937,2.47585053206513e-13,0.00940219
4026.70180063171,2.53563586826315e-13,0.00769236
4026.69408195632,3.22999000609272e-13,0.0102163
4024.6210804185,3.06931774282614e-13,0.00868866
4024.26103898663,3.1658490802478e-13,0.012052
4024.22367211014,3.24732587288682e-13,0.00864021
4024.21782374409,3.11742725539989e-13,0.0102465
4024.20052596041,3.86318332021255e-13,0.0114024
4024.18496372329,2.5967098315991e-13,0.00920598
4024.07028417585,3.2489001927731997e-13,0.0104494
4024.03903350729,2.61104467741916e-13,0.0099747
4023.71715925284,2.3845227362644e-13,0.011077
4022.27466597436,2.23469797673394e-13,0.0102321
4022.20173912336,2.11177580483263e-13,0.0104273
4022.20124997095,2.31567378393504e-13,0.0102022
4021.97198863191,2.35216114140065e-13,0.00908872
4021.24771889678,2.79330632927264e-13,0.0106103
4021.20160292521,2.80260988667804e-13,0.011412
4020.70206953654,3.52555543671888e-13,0.0109196
4020.70023469145,2.9551463753632e-13,0.0100951
4020.66292072355,3.11362697868575e-13,0.00935086
4019.67639844122,2.17685604059977e-13,0.0108648
4019.42637104603,3.30960918449507e-13,0.0084081
4018.37049788763,2.88249195724682e-13,0.0115365
4017.05979742957,2.75628637546138e-13,0.0110803
4016.18045058873,3.23251958477537e-13,0.00999234
4015.70211976233,2.69748071115223e-13,0.00890083
4013.08631502005,3.18182967825543e-13,0.0110424
4013.06371812742,2.46800785390324e-13,0.0113091
4012.59961868038,2.74803405563244e-13,0.0109319
4010.8388115494,3.19756818772322e-13,0.00856418
4010.65413333825,2.85735719719815e-13,0.00937319
4008.6395336215,3.17030883558275e-13,0.0102002
4008.63209133498,3.65303675155642e-13,0.0100685
4005.9660687997,2.9443581896765e-13,0.0101836
4005.06054204452,3.46143303437525e-13,0.00956959
4003.94866616645,3.38519401166664e-13,0.0105095
4003.0166001159,2.2279332348141e-13,0.00925806
4001.87636638859,2.9475238882097997e-13,0.0105862
3999.66480920258,2.18407753796837e-13,0.0114287
3998.92278119992,3.23842858343444e-13,0.0118855
3997.50915145537,2.85020670884115e-13,0.010573
3996.23053667445,2.66654354140825e-13,0.00934279
3996.20551062408,3.40185689139287e-13,0.00986218
3994.97122103002,3.49015952996032e-13,0.0102729
3994.46998956866,2.69214219440197e-13,0.0103892
3992.06066334655,2.31610242077315e-13,0.00853681
3991.38421429433,2.9030097514447397e-13,0.00761738
3991.38386037758,2.3881786775241e-13,0.0086008
3989.36618606594,2.98299472193052e-13,0.00891415
3988.72952653497,2.53573196887115e-13,0.00751755
3988.27607227414,3.13942790105106e-13,0.0110698
3988.27005551074,2.0164253885843099e-13,0.0101977
3988.25972568707,2.66946997328641e-13,0.0110658
3987.38395277989,2.5952242368484197e-13,0.010095
3987.37607425137,3.11468320322027e-13,0.0118658
3987.10686955079,3.01302384116403e-13,0.00929688
3986.94220886974,2.33721582878952e-13,0.0111673
3986.3764657881,2.88618784604115e-13,0.00958438
3986.33244653053,2.89587667622342e-13,0.00917847
3986.26528423854,2.81950849336326e-13,0.0112175
3986.26137732962,2.33411511643646e-13,0.00757389
3985.51716359788,2.84825388265458e-13,0.00790418
3985.45400912821,2.01331204860779e-13,0.00946212
3984.79341426563,2.59988269296022e-13,0.0104126
3984.71897718054,2.48762090602951e-13,0.00976472
3984.69405061362,2.61807213448386e-13,0.0101163
3984.20704683342,2.5588770924385e-13,0.010329
3983.5457817576,1.87429779079929e-13,0.00872589
3983.15831302857,2.89585461794697e-13,0.0101569
3983.04931266976,2.3819684054813e-13,0.0102026
3981.81136754265,2.47976983978476e-13,0.00961318
3981.56935041295,2.9416848666367e-13,0.00832403
3981.53973129735,2.40369108966699e-13,0.00846485
3980.82491065386,2.31777376290713e-13,0.0102594
3980.65153431161,2.69600112854316e-13,0.00952452
3980.65005545895,2.4517355910319997e-13,0.00956715
3979.68302827807,2.55468925913853e-13,0.0103009
3979.65208889176,2.94648663816992e-13,0.0112362
3979.65205764875,2.6325668868683397e-13,0.00961285
3979.50198192212,2.46214492223899e-13,0.00842662
3978.46775929541,2.45281813248122e-13,0.00875588
3978.39115454437,2.98672307059483e-13,0.010082
3972.28515586581,2.65179605467886e-13,0.00993424
3972.20882185113,2.52958096447932e-13,0.00810535
3970.66045536386,2.67933647438476e-13,0.0110396
3970.18187481151,2.79527068390845e-13,0.010376
3969.46795755132,3.22899448190802e-13,0.0102648
3964.58795081714,3.39239620802249e-13,0.0112976
3959.00032185636,2.14242026719572e-13,0.0121708
3958.67671350034,2.64032728624413e-13,0.0086598
3955.8761232681,3.03452924416883e-13,0.00768004
3953.41155391906,2.86033316024515e-13,0.00744955
3948.70368471556,1.61174337051727e-13,0.00942451
3933.03743359349,2.46197792175798e-13,0.00982151
3932.8408333136,1.90207571972872e-13,0.0110226
3926.58792438341,1.88705682579365e-13,0.0101355
3923.37153217544,2.93339313837033e-13,0.0117071
3923.1437658463,2.6256159515564497e-13,0.0106535
3921.41390479521,2.49035495489715e-13,0.0102559
3920.71703817152,2.80977720465548e-13,0.00898698
3920.66906634634,2.91846629567394e-13,0.00918577
3920.55853991211,2.77574106681427e-13,0.010265
3919.71239995196,3.26683638018426e-13,0.0100837
3919.49141902994,2.39553529376015e-13,0.0119834
3918.12221717371,2.4089705784995797e-13,0.0103911
3918.11821686011,2.57519242280554e-13,0.0103125
3918.11540985638,2.4125938968634e-13,0.00965666
3915.74248807243,2.4207513673301e-13,0.0103389
3914.23384897846,3.03073183151448e-13,0.0106237
3914.11553101295,2.32544813084461e-13,0.0121328
3913.194586743,2.26909074612216e-13,0.00792035
3912.91323582471,2.17350925242864e-13,0.0109248
3911.78874208377,1.95717790173572e-13,0.0072973
3910.77364193112,2.16807997859951e-13,0.00844716
3908.46213507124,1.82542127788534e-13,0.00926063
3907.04548795903,2.07592241932014e-13,0.0100785
3906.4866997305,2.14667698817529e-13,0.00994066
3906.34518856529,2.18130557740252e-13,0.00992374
3905.48815574091,2.57294288627702e-13,0.0112407
3904.27380927409,2.5873936745201e-13,0.0104682
3904.20988576589,2.08139726989053e-13,0.00856507
3904.1707496401,2.38620201479549e-13,0.00993118
3900.62879309676,2.62645269748433e-13,0.00958713
3900.59549190972,2.8411048095154e-13,0.00940449
3900.59342839695,2.29581221691139e-13,0.0126141
3899.23058531513,2.46630275954479e-13,0.00997689
3898.2196117248,1.69646329944759e-13,0.0097955
3897.84394459004,2.66502539867843e-13,0.00894882
3895.49109565882,3.1910978849776997e-13,0.0105228
3895.47684005965,2.34602472326158e-13,0.010549
3895.46066638677,2.21864874342385e-13,0.00894297
3893.2121331024,2.17586188596343e-13,0.0108973
3893.13791520331,2.27983289123285e-13,0.00973913
3893.13013326612,2.66587826839332e-13,0.00831992
3893.11301220103,2.52321429018509e-13,0.00798528
3893.11175615594,2.31174375831869e-13,0.00904703
3893.07151098654,2.7664096265615e-13,0.0102912
3892.23624957947,2.81455379999784e-13,0.0114788
3891.31278224731,2.31323629827504e-13,0.00964333
3891.30536522276,2.57400390024257e-13,0.00963519
3891.30258387897,2.23546850556786e-13,0.00956351
3890.78206275141,2.2033836273458998e-13,0.0101605
3890.78175035589,2.37929638412111e-13,0.0105954
3890.38419273947,2.60448018307091e-13,0.00940384
3890.36334632293,2.2813772872566e-13,0.0115437
3890.35674959916,2.07541715660038e-13,0.00809659
3889.95694241313,2.2379009164343298e-13,0.00970922
3889.45479888907,2.71449361612731e-13,0.0106345
3889.45070392664,2.23413546493558e-13,0.00960598
3888.59382543647,2.27853278692008e-13,0.0106529
3888.58292455586,2.17602823386708e-13,0.0106158
3888.58292455586,2.17602823386708e-13,0.0106158
3888.54523271811,2.02025754327638e-13,0.00843389
3888.54439007928,2.66037764318117e-13,0.0125203
3888.54194043696,2.5308116565017497e-13,0.00947188
3886.36412523106,2.56885571328092e-13,0.00829486
3886.34884002461,2.62492953768496e-13,0.00990919
3886.3280535595,2.29018644282226e-13,0.011173
3885.54879155069,2.51857166078152e-13,0.00978581
3884.85152214555,2.30410873565982e-13,0.0109992
3884.41848480107,2.53230693047284e-13,0.00984861
3883.06788740264,2.98257912782659e-13,0.0103742
3882.50621443419,2.58114972443281e-13,0.01074
3882.43256056825,2.59160291553837e-13,0.00892992
3878.90592983341,2.45897998306364e-13,0.0108427
3876.96837695553,2.11978039030114e-13,0.0095637
3875.65482404248,2.87583383581093e-13,0.0108557
3875.63826556403,2.0174234389198999e-13,0.00886582
3872.51000679025,2.74772118099784e-13,0.0114032
3871.91558831678,8.50210431359357e-14,0.0119266
3871.63035794206,2.5792662588570996e-13,0.0118442
3870.48874447164,2.4454180248134697e-13,0.00877441
3869.3822424618,2.48713596366581e-13,0.00947435
3869.37870466997,2.1649930068550699e-13,0.0095309
3868.28019288273,2.7347162773942097e-13,0.0101912
3866.33157759349,2.40458346072856e-13,0.00951323
3864.04418480148,2.12524894491357e-13,0.0096967
3863.27341749532,2.08805428464254e-13,0.0106995
3861.73384983729,1.80444500870944e-13,0.00897672
3857.82534098697,1.93733819751816e-13,0.00913897
3856.51966311591,2.20218158998755e-13,0.0109964
3854.40067988683,1.92058169765622e-13,0.00936711
3853.90375383031,2.08724996378286e-13,0.0132143
3853.48182722336,2.0606841752409599e-13,0.00921935
3853.47223229973,1.77551790094805e-13,0.0102416
3851.01668453149,1.84527496037076e-13,0.0092701
3850.90965409422,1.8385249424500999e-13,0.0119142
3849.51480804325,1.8579665009940699e-13,0.00884428
3849.34181283946,1.85343755699234e-13,0.00999168
3848.61803564959,2.26424227296488e-13,0.010472
3848.52624974075,1.79707113378691e-13,0.00893374
3848.44551213631,2.27685361883735e-13,0.0105586
3847.7183114003,1.68273521875199e-13,0.0100665
3831.93272282676,1.82422343340901e-13,0.00959688
3829.38157810556,1.35546795651042e-13,0.0104482
3828.36967120949,1.9578546399475399e-13,0.0113197
3828.2707597832,1.76682397191265e-13,0.00786302
3827.32704429955,1.0279253390414799e-13,0.0124466
3826.0938189307,2.15973582221721e-13,0.0113097
3823.06742927794,1.67891148597748e-13,0.0101327
3819.72214175502,6.73132014183109e-14,0.011129
3819.56950187861,1.9241410714628e-13,0.010946
3817.35230217311,1.8297366344475e-13,0.0112259
3816.72569588445,2.49137845821958e-13,0.0110522
3815.39213350341,1.82586047233498e-13,0.0110178
3815.02747102894,2.21858545980742e-13,0.00857252
3815.01630659303,1.94119090835052e-13,0.00940004
3814.7442959536,1.83241273624656e-13,0.0106678
3814.25189330618,2.02665669228819e-13,0.0112063
3813.56536811707,2.1198307201153999e-13,0.00998084
3813.51494237896,2.29736794714476e-13,0.0112215
3813.50177477227,1.67177128273877e-13,0.00850765
3813.50133340085,1.95993175616225e-13,0.0087122
3812.7528611353,2.13531364216395e-13,0.00916754
3812.58113756804,1.61086544855916e-13,0.00906066
3812.00903633625,1.9572389254413e-13,0.00921449
3811.41802539215,1.99678970513676e-13,0.00869014
3810.6840257311,1.56837342810969e-13,0.00797524
3809.56661823827,2.03240406006997e-13,0.00987395
3809.20228277324,1.7076806056181799e-13,0.00903182
3808.78836272125,1.51521605279688e-13,0.00875087
3808.522101022,1.9748453345320099e-13,0.0082421
3808.47663187956,1.86865916004063e-13,0.0127678
3807.96396696088,1.79057733157863e-13,0.0100408
3807.45401040922,1.81485648224516e-13,0.00998749
3806.45591651606,1.91519132386757e-13,0.0106592
3806.45108865405,2.0563660594955399e-13,0.011493
3806.0431314726,2.06862060959214e-13,0.00937398
3806.03085601922,1.99873249316615e-13,0.0119872
3805.80784302144,2.20795063865109e-13,0.0108562
3805.62894844095,1.85192350142194e-13,0.0114172
3805.22569145631,1.67375775675533e-13,0.00962654
3805.20840688148,1.73639895841862e-13,0.0107214
3804.80576994622,1.68536646196924e-13,0.0102311
3804.67565995071,1.86236234582656e-13,0.0108854
3804.39981321798,2.24331032052529e-13,0.012067
3803.75527327735,1.67155666651599e-13,0.0116626
3803.12900481333,2.27530340583053e-13,0.0103694
3802.79909697222,1.55314968469427e-13,0.00919943
3802.52597312389,1.7396890609220999e-13,0.00966423
3802.24382657597,1.91388454213861e-13,0.0103458
3801.25351428858,1.56845150460068e-13,0.00914249
3801.24353326157,1.7736458157872e-13,0.0104273
3801.22766964263,2.01280767216676e-13,0.0104272
3801.05613876913,1.77958252285992e-13,0.0080479
3800.46879627892,1.56246120432115e-13,0.00891625
3800.30844292509,1.63901124971398e-13,0.00818387
3800.29683484452,1.77750176859258e-13,0.00965965
3800.2959682369,1.83927128295619e-13,0.0105085
3799.88009041269,1.57310520375808e-13,0.00926275
3799.87814668748,1.91730106747005e-13,0.0108759
3799.75819488115,1.25222640393806e-13,0.00857765
3799.75819488115,1.25222640393806e-13,0.00857765
3799.74267482503,1.87606060078532e-13,0.0102747
3799.4432536495,1.90367445520619e-13,0.0111333
3799.38743006376,2.02084341820628e-13,0.00873158
3799.38470494621,1.9678146549163799e-13,0.00925751
3793.54872309933,9.731395736086781e-14,0.00852412
3787.64647826745,1.2090259531413e-13,0.010572
3787.2921756018,1.85610005457512e-13,0.0116136
3782.72927433606,1.50100949344321e-13,0.00802642
3781.51679209548,1.06593255928558e-13,0.00787144
3777.80864458123,1.18267181592567e-13,0.0117957
3776.29154451626,1.58646265040723e-13,0.0092066
3775.45216760958,1.54411947390474e-13,0.00893403
3772.58962900523,7.23367557303185e-14,0.00906266
3766.64685242895,1.83675152286964e-13,0.0077739
3765.87627251566,1.99247049305372e-13,0.009102
3765.1313112695,2.1772073760557998e-13,0.0111191
3764.38544340259,1.79187545621377e-13,0.0100241
3763.7293096771,1.91358768437419e-13,0.0104344
3763.72139365441,1.81043078300289e-13,0.00898281
3762.57330849021,3.9832301572027505e-14,0.00805955
3762.38745087519,1.75679898095118e-13,0.0115287
3761.88976319747,9.4120329716478e-14,0.0103952
3761.16136235731,1.68344341553351e-13,0.00930781
3760.16955218188,1.55831502775222e-13,0.0108261
3760.16828606568,1.29688610872109e-13,0.00797913
3760.16127540429,1.5044618025810099e-13,0.00930815
3759.17509768805,1.50978525436754e-13,0.00974481
3758.15796185828,1.32190203955837e-13,0.010088
3756.65243381183,1.42314046586039e-13,0.00982891
3755.57948321711,1.31979851865839e-13,0.0113332
3754.80657626733,1.73168539996715e-13,0.00980625
3754.22059095753,1.92587064930453e-13,0.0117879
3754.09803801439,1.8556366778266098e-13,0.0124503
3754.09753926231,1.68291449706554e-13,0.0109442
3753.80899951342,1.49904170757889e-13,0.0105196
3753.618343111,1.8554255896047e-13,0.0091646
3753.56564470172,1.3980919926805899e-13,0.0080268
3753.37462033178,1.82759159249819e-13,0.0115155
3753.14421958999,1.75099644634977e-13,0.0104315
3752.93037905293,1.68929797359104e-13,0.00908879
3752.92898454984,1.7059390322311099e-13,0.0114726
3752.69895349631,1.64894128712102e-13,0.0103399
3752.69719281902,1.59017345341682e-13,0.0104893
3752.54727948417,1.62795086564745e-13,0.0112538
3752.36737999775,1.94424659666184e-13,0.0129278
3752.16970578892,1.73238329887802e-13,0.00862738
3751.86444187938,1.5378453677810099e-13,0.00853048
3751.6814792079,1.54707519756963e-13,0.00924968
3751.55861104647,1.84025863159039e-13,0.0100218
3751.55786363176,1.6847591563752e-13,0.0101522
3751.43743443719,1.64831608421069e-13,0.00895901
3750.83330620258,1.83295092664136e-13,0.0109419
3750.79657600229,1.69290748021044e-13,0.0106511
3750.67317648366,1.69981952957867e-13,0.00965843
3750.67302813202,1.63881320234721e-13,0.0121607
3750.50568456008,1.92150992572014e-13,0.00875009
3750.47483310298,1.10603162988695e-13,0.00908437
3750.4747344674,1.18648636894517e-13,0.00981725
3750.13386829334,1.05926777987161e-13,0.00919919
3750.13209685143,1.10310498857322e-13,0.0110833
3750.00497885467,1.48874376543e-13,0.0104723
3749.3763108068,1.21262159080704e-13,0.0099168
3749.35819997105,4.1137727288268203e-14,0.00861419
3746.89170450144,1.38469933979563e-13,0.0120452
3741.99889860364,1.1089845113763999e-13,0.00997082
3741.53349321693,1.0361944987993e-13,0.00827475
3741.51644612711,1.1147301905155e-13,0.0116766
3741.40202525721,1.38205391460197e-13,0.0120285
3740.92436824424,1.2392712320819499e-13,0.00971779
3740.36299495113,1.20691498237839e-13,0.00920534
3739.40257289166,1.421245895473e-13,0.0109698
3737.49064932816,1.24414829080878e-13,0.00906809
3737.48930808907,1.77852101036642e-13,0.0110593
3737.48492307577,1.51273157750005e-13,0.00984897
3736.61562794069,1.73927804647945e-13,0.0106065
3735.44598138441,1.49850470728279e-13,0.00913936
3734.91930453545,1.43256154456914e-13,0.0104698
3734.89273334224,1.30518993480799e-13,0.00817636
3734.8786015049,1.37076298740138e-13,0.0078357
3732.05059977881,1.73979948014558e-13,0.0119942
3731.72074273199,1.49139368355965e-13,0.00979078
3731.34540180811,1.5957379309435e-13,0.00993171
3730.06653198319,1.28922323551597e-13,0.00852556
3730.04084460242,1.45271795600089e-13,0.00963781
3729.49985115684,1.95319117040607e-13,0.0103532
3728.4610562342,1.44307185856516e-13,0.0100188
3727.54013640055,1.65722630366331e-13,0.011333
3726.46868581983,1.37905256783342e-13,0.00973656
3726.06812280789,1.50489725277425e-13,0.0105735
3725.10918263384,1.52091215059063e-13,0.0103949
3724.41785139346,1.8091281274373198e-13,0.0104209
3723.76818734914,1.79987335597791e-13,0.00954834
3723.76287113953,1.76811311605606e-13,0.0113687
3723.7422218633,1.36645425362489e-13,0.00819666
3723.68837532452,1.54419721120335e-13,0.0116244
3723.16328632133,1.5719352915449e-13,0.00907997
3723.14209273809,1.38301965986118e-13,0.00872182
3722.19189275943,1.1289418890573999e-13,0.00869761
3722.0000139214,1.49629168297284e-13,0.00956953
3721.99709848166,1.70507598959454e-13,0.00927245
3721.46991238207,1.48128879898471e-13,0.00737646
3721.46255630211,1.41432507933497e-13,0.0101649
3721.17603617437,1.64683085153908e-13,0.0113964
3719.45894778347,1.6070350134573e-13,0.0103937
3719.38732567067,1.27634349118567e-13,0.00819956
3719.03827467292,1.5448085246363e-13,0.0108288
3718.58119835698,1.54713637866143e-13,0.0107347
3718.48229267847,1.03452168665794e-13,0.0113848
3717.77576105056,1.4951204113959e-13,0.00949444
3716.99948247849,1.53570447717728e-13,0.0103094
3716.64773444157,1.62280244284339e-13,0.00988635
3716.64048463406,1.62364098213104e-13,0.0111201
3716.32391292421,1.49522778123498e-13,0.0094208
3716.26854004797,1.67442294194499e-13,0.0097721
3715.66395166699,1.54419775112229e-13,0.00966423
3715.66278340789,1.5077444004955e-13,0.0105983
3715.32969845749,1.5400569377172799e-13,0.00995047
3714.78830580128,1.55626680994598e-13,0.0095849
3714.05788695771,1.39982324168291e-13,0.00936386
3714.03805225652,1.57648459732114e-13,0.0103989
3713.83219538535,1.9687963811259998e-13,0.00997217
3713.81873109478,1.62621612146812e-13,0.00943173
3713.22128193301,1.52214602801771e-13,0.00984549
3712.51408015319,1.41225489128085e-13,0.00882487
3712.2563785833,1.52250837184991e-13,0.0104982
3711.86251997968,1.54392659390287e-13,0.00995413
3711.43518602168,1.56346768081524e-13,0.00899701
3701.40727654144,1.21380789341578e-13,0.00975721
3701.22049981723,1.20126255863975e-13,0.0109118
3700.09426734719,1.0663395407541e-13,0.00952792
3699.38734847863,9.5926712729872e-14,0.0103362
3695.59835718508,1.12951984471072e-13,0.0104445
3694.79052506258,1.19265474155593e-13,0.0112613
3689.98370135318,9.033326970364721e-14,0.00859183
3686.45294714327,1.01635267051102e-13,0.00990037
3686.35274598454,8.380735361480251e-14,0.00961944
3683.57463502782,1.52152118508513e-13,0.0097529
3683.00327125459,1.3204973384305e-13,0.00928229
3681.93509119526,9.71275998867725e-14,0.00937066
3681.48201272208,1.34715755133683e-13,0.0102055
3681.45273924276,1.51028720933065e-13,0.0126339
3680.07262288198,1.44449181289893e-13,0.0103525
3680.07107364697,1.49640070461531e-13,0.0109105
3679.83693109549,1.08506067463132e-13,0.00985372
3679.70529662827,1.11981533020705e-13,0.0106131
3679.64980054035,1.40884504780823e-13,0.00997868
3679.64958401146,1.29536272949056e-13,0.0095766
3679.42782327843,1.15726780906993e-13,0.0115813
3674.13540211186,6.58036492112573e-14,0.0103884
3670.40458843852,1.32037008366778e-13,0.00868839
3669.42652482853,1.4253275108222e-13,0.0118529
3669.42421708525,1.51983664924741e-13,0.0107405
3669.4185510843,1.46009033302097e-13,0.0119046
3667.56902075345,1.65096161829494e-13,0.0122034
3667.5293615505,1.28667474316366e-13,0.00802521
3666.79520258863,1.40896103397934e-13,0.0122721
3666.79284382245,1.43527256032639e-13,0.00951396
3665.48590601495,1.41803834886916e-13,0.0107853
3665.35185600096,1.37053337326763e-13,0.0102734
3664.20468763755,1.54115416840828e-13,0.0112917
3663.64606534154,1.35512933496784e-13,0.00967032
3663.62348873622,1.4247773279545e-13,0.00936042
3663.20895486083,3.55365376852105e-14,0.0105935
3663.12565107016,1.26631344571311e-13,0.0108192
3663.12534952266,1.39189525731606e-13,0.00968954
3663.12391234701,1.22054496669165e-13,0.00964069
3662.61225449623,1.64505728505666e-13,0.0104156
3661.64342274067,1.26598132577e-13,0.00846779
3661.64155010544,1.48138821870268e-13,0.00837766
3661.57707683198,1.5313524332106399e-13,0.0112869
3661.20628585203,1.48473064294808e-13,0.0084922
3660.760402851,1.30129783275748e-13,0.00917151
3660.7478112208,1.25552999349854e-13,0.00874877
3660.74499448583,1.5557347166469998e-13,0.00978459
3660.74462433215,1.15051125141732e-13,0.00990816
3660.30225057499,1.67933877403221e-13,0.0100581
3659.90349725458,1.43752038960258e-13,0.0101128
3659.52697400234,1.28222590048413e-13,0.00978006
3659.52203001854,1.28425145420339e-13,0.0107013
3659.4533062197,1.7800394271906e-13,0.0117746
3659.44032722329,1.0695190508393999e-13,0.00830778
3657.4013582228,1.42675829367194e-13,0.0089787
3656.58781442167,1.23849506923257e-13,0.00832296
3656.58577696371,1.49069835521696e-13,0.0108082
3656.07338982378,1.3209005532809e-13,0.00968906
3655.82005474878,1.44020673446518e-13,0.00913364
3654.44724237021,1.22300924377781e-13,0.0101324
3654.29337905529,1.68062015622504e-13,0.0114886
3653.96641387659,1.32256675041338e-13,0.00912281
3652.90081864579,1.41146926761885e-13,0.0115008
3652.88407606487,1.34209740794551e-13,0.0112268
3652.85249414337,1.05668817728827e-13,0.00949437
3652.83911401786,1.38148957206696e-13,0.00965466
3652.8341586278,1.44818487893643e-13,0.0108144
3652.06253616798,5.45024682904578e-14,0.0104585
3651.79929777883,5.98751210784348e-14,0.0106082
3646.65319318934,9.525770859122651e-14,0.010091
3646.57110524491,1.29764786957851e-13,0.0114493
3646.56434599316,1.45314579463753e-13,0.00896535
3646.54617775325,1.60693308024396e-13,0.0104561
3646.40579761056,1.00245909262546e-13,0.0104487
3645.88742706623,3.4454285491301505e-14,0.0117567
3645.75010022523,1.29077512178862e-13,0.0102145
3645.04313511368,1.14463261071675e-13,0.00984886
3642.56425696931,1.23917221054318e-13,0.0102772
3642.46145507525,7.635802275604661e-14,0.00937851
3642.44999844918,9.187354641749081e-14,0.0112113
3642.34164743426,1.12542480020903e-13,0.00962525
3642.0495200707,1.18786949071339e-13,0.0101299
3641.53043574973,1.11848918715693e-13,0.008887
3641.5248722073,1.29736261859295e-13,0.0102656
